scenario_a,t,region,DEV_ch_fa_kW
9,4,2,0.000000
9,4,3,0.000000
9,5,1,0.000000
9,5,2,0.000000
9,5,3,0.000000
9,6,1,0.000000
9,6,2,0.000000
9,6,3,276.215970
9,7,1,248.031291
9,7,2,0.000000
9,7,3,210.760545
9,8,1,147.116670
9,8,2,303.815448
9,8,3,671.978676
9,9,1,133.338036
9,9,2,457.044153
9,9,3,307.587096
9,10,1,228.174858
9,10,2,743.285289
9,10,3,412.408251
9,11,1,59.600595
9,11,2,261.757266
9,11,3,161.717316
9,12,1,198.493383
9,12,2,475.013586
9,12,3,102.328746
9,13,1,0.000000
9,13,2,835.407648
9,13,3,328.762578
9,14,1,502.937004
9,14,2,216.625020
9,14,3,972.960561
9,15,1,0.000000
9,15,2,263.090922
9,15,3,347.216238
9,16,1,36.711720
9,16,2,630.872754
9,16,3,958.729773
9,17,1,315.641553
9,17,2,756.779964
9,17,3,604.246728
9,18,1,438.233247
9,18,2,577.031601
9,18,3,873.332298
9,19,1,195.658374
9,19,2,128.327202
9,19,3,0.000000
9,20,1,119.168640
9,20,2,92.383659
9,20,3,0.000000
9,21,1,0.000000
9,21,2,0.000000
9,21,3,164.823387
9,22,1,0.000000
9,22,2,121.962753
9,22,3,0.000000
9,23,1,0.000000
9,23,2,0.000000
9,23,3,0.000000
9,24,1,0.000000
9,24,2,0.000000
9,24,3,0.000000
10,1,1,0.000000
10,1,2,0.000000
10,1,3,0.000000
10,2,1,0.000000
10,2,2,0.000000
10,2,3,0.000000
10,3,1,0.000000
10,3,2,0.000000
10,3,3,0.000000
10,4,1,0.000000
10,4,2,0.000000
10,4,3,0.000000
10,5,1,0.000000
10,5,2,0.000000
10,5,3,0.000000
10,6,1,0.000000
10,6,2,0.000000
10,6,3,34.101354
10,7,1,55.308087
10,7,2,269.952570
10,7,3,208.273740
10,8,1,424.244238
10,8,2,110.889885
10,8,3,458.779491
10,9,1,51.553017
10,9,2,135.865650
10,9,3,290.457069
10,10,1,538.892328
10,10,2,300.573198
10,10,3,660.099894
10,11,1,240.000000
10,11,2,0.000000
10,11,3,0.000000
10,12,1,0.000000
10,12,2,0.000000
10,12,3,187.502922
10,13,1,830.193843
10,13,2,365.383905
10,13,3,249.816435
10,14,1,433.689153
10,14,2,319.595148
10,14,3,187.148970
10,15,1,144.180798
10,15,2,681.718008
10,15,3,277.742688
10,16,1,130.516392
10,16,2,897.655467
10,16,3,1100.444607
10,17,1,409.392516
10,17,2,1166.678694
10,17,3,203.690442
10,18,1,606.557151
10,18,2,495.683649
10,18,3,305.835084
10,19,1,47.727912
10,19,2,109.412742
10,19,3,0.000000
10,20,1,156.697095
10,20,2,125.420172
10,20,3,491.916228
10,21,1,0.000000
10,21,2,155.761236
10,21,3,0.000000
10,22,1,132.371490
10,22,2,0.000000
10,22,3,0.000000
10,23,1,0.000000
10,23,2,0.000000
10,23,3,0.000000
10,24,1,0.000000
10,24,2,0.000000
10,24,3,0.000000
