scenario_a,t,bus,P_kW,Q_kvar
1,4,19,64.587662,27.407009
1,4,20,57.662509,25.307880
1,4,21,66.290213,25.346167
1,4,22,59.146411,20.604916
1,4,23,61.155320,24.164141
1,4,24,169.695608,73.972608
1,4,25,167.747082,55.395598
1,4,26,50.564308,23.534529
1,4,27,56.990053,23.961408
1,4,28,42.242141,17.499084
1,4,29,73.495177,34.728898
1,4,30,132.365630,54.720081
1,4,31,131.562839,47.982874
1,4,32,152.762876,52.864770
1,4,33,36.558727,16.313495
1,5,2,47.301938,16.184514
1,5,3,44.668362,21.020462
1,5,4,57.372539,21.898379
1,5,5,29.634998,13.337410
1,5,6,33.315471,16.209083
1,5,7,116.947584,57.454678
1,5,8,100.253354,42.602041
1,5,9,34.619890,15.563151
1,5,10,24.570071,7.507544
1,5,11,23.330144,8.392396
1,5,12,28.828121,14.038764
1,5,13,32.604433,13.892778
1,5,14,51.411781,19.778005
1,5,15,28.244533,9.427206
1,5,16,33.713807,14.082600
1,5,17,31.547772,15.012597
1,5,18,53.959516,24.626654
1,5,19,52.421870,23.057475
1,5,20,41.861920,18.905210
1,5,21,41.878775,19.981318
1,5,22,49.670214,16.881955
1,5,23,40.374601,15.091448
1,5,24,102.951790,40.350735
1,5,25,106.368348,46.116797
1,5,26,26.908073,9.405115
1,5,27,36.489813,12.256370
1,5,28,30.103099,11.314331
1,5,29,54.728562,24.817106
1,5,30,110.937906,36.714966
1,5,31,65.751884,29.870986
1,5,32,104.078056,51.655233
1,5,33,26.892135,11.730913
1,6,2,55.550002,22.106409
1,6,3,44.921349,22.048722
1,6,4,72.420515,31.661381
1,6,5,37.491322,17.544278
1,6,6,37.089725,15.965670
1,6,7,152.663993,59.540718
1,6,8,112.104608,48.293338
1,6,9,36.650301,12.436163
1,6,10,35.346593,17.629694
1,6,11,23.346134,8.986976
1,6,12,32.728946,14.682863
1,6,13,37.645433,13.643203
1,6,14,60.637080,18.956698
1,6,15,40.453270,14.284793
1,6,16,35.040823,11.839773
1,6,17,35.991275,16.883623
1,6,18,57.270006,25.944396
1,6,19,50.837469,18.143669
1,6,20,51.348109,18.113793
1,6,21,46.903815,14.469343
1,6,22,55.499065,22.930103
1,6,23,54.207837,23.732970
1,6,24,134.812031,53.302293
1,6,25,126.217768,60.585279
1,6,26,34.065123,11.418237
1,6,27,39.045795,17.007066
1,6,28,39.984851,16.498425
1,6,29,73.145065,36.220006
1,6,30,113.280077,49.511410
1,6,31,87.442352,35.889042
1,6,32,113.522792,35.545718
1,6,33,32.111178,13.654021
1,7,2,57.744275,19.878896
1,7,3,58.222436,21.859675
1,7,4,69.466824,23.285319
1,7,5,33.614577,13.749461
1,7,6,37.161179,14.098193
1,7,7,119.696446,40.656749
1,7,8,104.680760,36.062717
1,7,9,35.788839,15.054350
1,7,10,32.008061,10.384643
1,7,11,21.593693,10.118614
1,7,12,38.102320,13.614783
1,7,13,33.020856,14.338762
1,7,14,77.480889,28.265773
1,7,15,35.466098,14.586264
1,7,16,34.011054,14.340186
1,7,17,36.213210,12.840704
1,7,18,54.352702,23.555368
1,7,19,55.497424,22.111330
1,7,20,50.265898,16.204331
1,7,21,55.688579,19.056587
1,7,22,57.424529,17.916061
1,7,23,57.431807,21.332196
1,7,24,119.818289,59.245400
1,7,25,100.566000,35.884731
1,7,26,36.844352,17.418617
1,7,27,42.764425,20.145225
1,7,28,38.970669,15.411809
1,7,29,58.623052,24.821121
1,7,30,119.092718,47.815703
1,7,31,67.025510,33.300158
1,7,32,147.749739,44.854990
1,7,33,38.719536,14.159830
1,8,2,53.637539,23.237245
1,8,3,43.474041,21.611162
1,8,4,69.616957,28.041743
1,8,5,33.791417,10.335890
1,8,6,40.987611,13.581471
1,8,7,122.626010,40.239131
1,8,8,115.540745,52.214402
1,8,9,35.983868,11.205571
1,8,10,33.933047,14.397253
1,8,11,23.683913,7.504809
1,8,12,39.128528,11.944817
1,8,13,37.354704,17.716368
1,8,14,72.314234,25.102804
1,8,15,37.724641,11.675207
1,8,16,31.620889,14.575501
1,8,17,37.466034,18.518769
1,8,18,55.906006,27.584968
1,8,19,72.269983,32.020252
1,8,20,41.658821,20.162707
1,8,21,49.800882,16.705293
1,8,22,55.333789,22.393208
1,8,23,47.134309,19.277591
1,8,24,120.275998,56.632272
1,8,25,120.353243,59.077232
1,8,26,34.212480,11.333552
1,8,27,32.094089,14.414604
1,8,28,35.099314,13.261216
1,8,29,69.848430,26.604349
1,8,30,121.480498,45.386217
1,8,31,68.052211,32.993049
1,8,32,136.654687,65.880307
1,8,33,32.261124,12.519021
1,9,2,53.982461,22.175282
1,9,3,41.507318,14.902587
1,9,4,80.807465,36.618804
1,9,5,34.891399,11.475734
1,9,6,32.581661,9.874573
1,9,7,86.757310,27.177478
1,9,8,104.290817,35.241687
1,9,9,34.837952,13.114611
1,9,10,42.275696,19.698743
1,9,11,27.349244,11.099161
1,9,12,37.439746,16.112431
1,9,13,30.833536,15.415876
1,9,14,66.041099,22.784714
1,9,15,30.286885,13.883825
1,9,16,34.944723,15.277199
1,9,17,32.851195,15.773818
1,9,18,51.729758,17.945431
1,9,19,52.851750,20.308548
1,9,20,53.698540,21.725213
1,9,21,61.418954,23.233427
1,9,22,42.766412,20.659218
1,9,23,52.602009,21.741028
1,9,24,144.718589,56.213751
1,9,25,133.296531,58.788924
1,9,26,38.053516,12.100833
1,9,27,39.520173,18.005590
1,9,28,33.006440,15.467473
1,9,29,75.543547,35.118267
1,9,30,120.082680,49.929131
1,9,31,90.215568,37.747763
1,9,32,150.846098,64.518692
1,9,33,39.926009,13.443388
1,10,2,68.373322,27.601973
1,10,3,56.858159,19.654484
1,10,4,72.731637,35.754646
1,10,5,32.345090,12.811817
1,10,6,35.219081,15.931645
1,10,7,132.992274,63.964427
1,10,8,98.736378,31.307010
1,10,9,33.368802,16.507229
1,10,10,31.389875,13.465063
1,10,11,28.647100,9.170546
1,10,12,35.652790,17.823830
1,10,13,28.679969,13.159326
1,10,14,64.787734,28.196060
1,10,15,30.047336,13.395877
1,10,16,38.410227,15.890685
1,10,17,38.391388,11.684576
1,10,18,51.085616,19.449659
1,10,19,54.405836,24.268861
1,10,20,58.658108,28.208198
1,10,21,54.034377,21.915831
1,10,22,47.474959,19.381996
1,10,23,57.692327,28.733267
1,10,24,137.057911,50.790834
1,10,25,164.261213,59.766979
1,10,26,34.390539,12.630351
1,10,27,34.181377,11.376087
1,10,28,35.985228,13.512195
1,10,29,80.104880,31.873439
1,10,30,109.215828,46.383961
1,10,31,81.825195,25.318122
1,10,32,95.942165,33.833217
1,10,33,35.954210,14.779416
1,11,2,55.358505,18.144962
1,11,3,63.633557,25.037481
1,11,4,57.655525,22.365254
1,11,5,33.692841,12.962531
1,11,6,35.050440,12.501080
1,11,7,109.186678,41.262545
1,11,8,118.863751,55.613504
1,11,9,25.481578,12.297388
1,11,10,35.531595,15.013321
1,11,11,24.128458,11.473269
1,11,12,28.856293,10.163427
1,11,13,35.138055,16.010993
1,11,14,71.688521,24.145182
1,11,15,32.695808,15.667450
1,11,16,37.775409,15.173057
1,11,17,39.980730,12.814959
1,11,18,59.015335,20.064509
1,11,19,57.714089,19.129407
1,11,20,50.665264,16.249243
1,11,21,42.577880,20.248144
1,11,22,49.308958,18.125149
1,11,23,54.675581,26.258355
1,11,24,134.862697,50.867873
1,11,25,127.497880,49.955457
1,11,26,27.939450,10.358174
1,11,27,32.332752,14.992543
1,11,28,29.083485,13.223587
1,11,29,72.987763,34.360400
1,11,30,106.186156,47.970187
1,11,31,94.041835,46.005898
1,11,32,113.582004,36.292586
1,11,33,31.575817,12.049484
1,12,2,53.249839,20.046376
1,12,3,50.424240,18.659558
1,12,4,69.563494,33.252503
1,12,5,39.563643,18.873415
1,12,6,33.582813,16.715735
1,12,7,168.973688,52.892113
1,12,8,97.839428,45.333240
1,12,9,36.562405,13.164969
1,12,10,37.763819,11.413161
1,12,11,25.440595,8.647577
1,12,12,29.850442,14.200671
1,12,13,36.090697,11.455142
1,12,14,77.915396,28.808951
1,12,15,36.810379,15.582991
1,12,16,42.467879,17.918635
1,12,17,31.417635,11.006030
1,12,18,57.247366,21.379317
1,12,19,55.789408,17.783868
1,12,20,44.520871,22.024244
1,12,21,52.079750,16.930128
1,12,22,50.336428,20.191043
1,12,23,47.876836,16.319456
1,12,24,124.329350,43.858703
1,12,25,128.068120,59.369756
1,12,26,32.623973,14.345801
1,12,27,41.198070,19.496816
1,12,28,36.141496,15.089538
1,12,29,76.502056,28.903880
1,12,30,96.327624,33.624991
1,12,31,95.341852,35.192870
1,12,32,134.154007,52.096722
1,12,33,37.589633,16.266683
1,13,2,50.883527,21.783873
1,13,3,65.753061,21.689974
1,13,4,76.033681,29.346822
1,13,5,36.044493,17.712946
1,13,6,38.401441,17.950252
1,13,7,139.007709,52.634706
1,13,8,108.247506,51.872448
1,13,9,35.419104,16.551207
1,13,10,46.770462,17.677482
1,13,11,26.308688,10.938064
1,13,12,46.499923,14.596665
1,13,13,36.906859,18.144009
1,13,14,62.505432,28.038446
1,13,15,34.426896,16.691975
1,13,16,41.209020,17.334847
1,13,17,36.172110,10.928595
1,13,18,65.380342,22.883795
1,13,19,56.827461,22.958606
1,13,20,53.304229,21.098569
1,13,21,53.360531,24.528381
1,13,22,48.650513,21.464833
1,13,23,53.664687,17.482587
1,13,24,127.553324,48.653411
1,13,25,102.309262,43.745503
1,13,26,31.219431,13.545283
1,13,27,31.308539,10.165018
1,13,28,32.267288,9.884329
1,13,29,65.693078,26.063774
1,13,30,111.938849,39.324622
1,13,31,78.794193,32.214205
1,13,32,112.827768,34.205539
1,13,33,32.032188,14.880050
1,14,2,65.877485,21.844735
1,14,3,52.388269,21.245125
1,14,4,76.311133,34.097305
1,14,5,43.703770,16.548541
1,14,6,48.102100,17.647993
1,14,7,134.389531,50.108900
1,14,8,127.289057,51.031377
1,14,9,32.468675,11.626687
1,14,10,30.529358,9.885371
1,14,11,29.501889,13.239539
1,14,12,37.923347,17.077458
1,14,13,28.662337,8.635237
1,14,14,64.053436,20.693166
1,14,15,36.004157,16.397803
1,14,16,29.874918,11.006725
1,14,17,34.343051,16.583186
1,14,18,48.584185,19.402096
1,14,19,51.488281,18.454888
1,14,20,56.004443,22.894648
1,14,21,50.020818,16.531291
1,14,22,48.168102,19.475236
1,14,23,55.762068,18.873412
1,14,24,151.416373,62.024256
1,14,25,141.404717,67.210457
1,14,26,35.330737,11.875562
1,14,27,36.786671,16.039998
1,14,28,37.790108,14.244738
1,14,29,64.792814,21.576427
1,14,30,102.018467,43.451008
1,14,31,80.243907,29.442669
1,14,32,142.289746,42.965624
1,14,33,34.651063,13.683748
1,15,2,50.800396,18.552544
1,15,3,50.421935,18.855273
1,15,4,71.132677,29.421052
1,15,5,37.955919,14.487883
1,15,6,42.814311,14.109928
1,15,7,121.914091,51.942591
1,15,8,116.033221,45.060859
1,15,9,37.174243,17.612242
1,15,10,38.738992,19.123230
1,15,11,26.353186,12.165803
1,15,12,34.582693,15.075027
1,15,13,42.219918,16.190968
1,15,14,64.323790,23.934830
1,15,15,29.111225,10.876748
1,15,16,39.731235,14.409470
1,15,17,32.745915,11.486279
1,15,18,52.218565,19.922062
1,15,19,56.939765,23.508430
1,15,20,56.085404,26.057078
1,15,21,43.816452,19.233007
1,15,22,59.283271,23.350636
1,15,23,51.661850,15.927491
1,15,24,138.455835,53.848156
1,15,25,137.696798,64.793678
1,15,26,32.742073,15.345874
1,15,27,41.793363,16.164024
1,15,28,30.276395,14.949113
1,15,29,73.156559,32.330957
1,15,30,117.430477,46.021848
1,15,31,86.763154,32.308772
1,15,32,175.185513,66.094573
1,15,33,34.340332,12.885181
1,16,2,76.762845,32.140607
1,16,3,55.880379,19.116110
1,16,4,75.767691,37.704917
1,16,5,30.707100,10.416990
1,16,6,43.875090,15.368390
1,16,7,120.207362,38.618063
1,16,8,121.962233,52.076336
1,16,9,40.317590,19.236020
1,16,10,35.137253,10.956933
1,16,11,24.863447,7.567453
1,16,12,41.913075,18.580462
1,16,13,35.722087,14.749082
1,16,14,82.459744,27.783207
1,16,15,38.644313,12.780627
1,16,16,38.031897,18.571580
1,16,17,45.062759,17.573697
1,16,18,47.048976,17.305955
1,16,19,55.305356,23.097726
1,16,20,55.611332,23.742677
1,16,21,44.362255,15.487727
1,16,22,58.264825,23.788679
1,16,23,61.176325,23.809334
1,16,24,145.210893,67.938501
1,16,25,109.555019,51.672484
1,16,26,38.116091,15.986632
1,16,27,42.196502,16.640140
1,16,28,32.819597,15.682066
1,16,29,66.824901,26.820242
1,16,30,134.700392,40.989355
1,16,31,99.833016,31.057528
1,16,32,117.491291,53.464713
1,16,33,37.311442,15.344852
1,17,2,61.373002,27.041016
1,17,3,64.840616,19.914611
1,17,4,63.817298,28.009677
1,17,5,40.818013,18.731892
1,17,6,36.192697,11.254428
1,17,7,111.017157,44.362224
1,17,8,122.723510,49.101740
1,17,9,32.500936,11.279369
1,17,10,38.852899,12.992939
1,17,11,29.393245,13.802673
1,17,12,40.486460,14.040718
1,17,13,38.548255,17.915781
1,17,14,73.257258,25.778869
1,17,15,37.895145,13.998619
1,17,16,40.728423,17.188491
1,17,17,40.605404,12.460428
1,17,18,53.819156,17.720954
1,17,19,57.047455,26.175083
1,17,20,57.663871,21.866131
1,17,21,54.376266,24.479525
1,17,22,56.885913,17.687077
1,17,23,46.605490,22.129821
1,17,24,117.932763,47.633165
1,17,25,117.253653,56.579105
1,17,26,32.015258,10.496186
1,17,27,34.314582,11.086032
1,17,28,39.910549,17.754220
1,17,29,68.161297,28.471990
1,17,30,114.391240,50.871759
1,17,31,74.319008,23.080737
1,17,32,155.042525,74.135962
1,17,33,38.029125,16.936069
1,18,2,61.795405,24.863761
1,18,3,59.238146,25.700006
1,18,4,78.863807,26.106786
1,18,5,37.418461,17.472982
1,18,6,33.846337,11.549271
1,18,7,135.970298,53.730447
1,18,8,125.807619,57.479277
1,18,9,36.351245,15.039325
1,18,10,41.896216,13.263331
1,18,11,30.023501,12.675342
1,18,12,47.152048,23.034280
1,18,13,41.331651,19.237867
1,18,14,67.505960,28.518093
1,18,15,31.836623,14.200175
1,18,16,38.519344,13.935446
1,18,17,35.271013,15.063285
1,18,18,57.940578,24.612010
1,18,19,52.440449,16.217626
1,18,20,53.524787,23.272316
1,18,21,51.776923,24.097769
1,18,22,54.048704,21.198886
1,18,23,54.202757,20.655074
1,18,24,117.627266,53.927782
1,18,25,134.803460,44.580172
1,18,26,33.093957,14.560163
1,18,27,39.467109,14.997885
1,18,28,32.486920,11.654917
1,18,29,65.222525,21.127507
1,18,30,138.314227,55.804898
1,18,31,73.038461,26.119835
1,18,32,115.989306,51.191101
1,18,33,36.203773,14.825991
1,19,2,61.636875,23.107955
1,19,3,58.498554,27.294233
1,19,4,89.121406,35.230095
1,19,5,39.027626,12.545738
1,19,6,36.101376,15.583953
1,19,7,130.464451,56.787678
1,19,8,119.073945,49.634236
1,19,9,40.744426,15.582335
1,19,10,37.293361,15.999790
1,19,11,24.458589,9.562984
1,19,12,32.300726,15.560878
1,19,13,33.730047,10.251770
1,19,14,97.438317,41.728699
1,19,15,43.183669,15.511648
1,19,16,36.489863,13.816137
1,19,17,38.597035,13.937676
1,19,18,62.365739,22.669647
1,19,19,44.583933,16.347652
1,19,20,50.504975,20.760938
1,19,21,62.857619,26.305656
1,19,22,56.605133,27.338705
1,19,23,62.363162,31.169476
1,19,24,148.554393,60.017558
1,19,25,129.777616,43.711686
1,19,26,33.891414,14.402124
1,19,27,37.865920,12.045013
1,19,28,34.419773,10.508777
1,19,29,80.606139,31.505541
1,19,30,128.654869,44.935270
1,19,31,87.838685,40.473330
1,19,32,148.125260,45.641542
1,19,33,38.871029,18.831064
1,20,2,62.164549,19.156324
1,20,3,59.829487,22.942382
1,20,4,65.720001,27.173567
1,20,5,29.300864,9.691357
1,20,6,33.629268,13.895017
1,20,7,128.853066,53.456147
1,20,8,123.326311,61.641013
1,20,9,36.643663,15.622972
1,20,10,36.957135,14.518032
1,20,11,34.269679,12.334751
1,20,12,38.275203,11.881846
1,20,13,38.460198,16.305381
1,20,14,73.005405,28.841174
1,20,15,34.399519,17.021339
1,20,16,35.925665,16.459718
1,20,17,44.210628,16.857095
1,20,18,67.231723,31.902701
1,20,19,59.792717,18.156018
1,20,20,51.057336,20.953842
1,20,21,54.241149,24.968011
1,20,22,64.240175,21.009000
1,20,23,55.302141,18.547801
1,20,24,128.433338,58.752818
1,20,25,113.932144,42.494687
1,20,26,33.896022,12.708754
1,20,27,32.367085,11.270282
1,20,28,35.545994,15.984163
1,20,29,85.115344,28.143123
1,20,30,124.575525,46.786773
1,20,31,126.800220,55.654273
1,20,32,135.565883,45.955480
1,20,33,42.290099,15.296921
1,21,2,51.322847,21.445555
1,21,3,55.883972,27.365608
1,21,4,75.862808,28.987874
1,21,5,45.505627,16.775078
1,21,6,46.745007,22.701034
1,21,7,123.168618,58.125564
1,21,8,118.181740,38.929522
1,21,9,38.559162,18.578195
1,21,10,34.112645,14.110924
1,21,11,25.220501,9.975841
1,21,12,33.652302,14.265536
1,21,13,43.744014,20.624390
1,21,14,68.393810,22.811879
1,21,15,36.104654,12.885795
1,21,16,33.535507,11.207883
1,21,17,40.795715,20.352208
1,21,18,68.712769,21.059312
1,21,19,45.933741,18.955707
1,21,20,59.724720,23.688460
1,21,21,56.124832,26.806835
1,21,22,58.457776,25.349181
1,21,23,52.142566,22.247049
1,21,24,164.757212,73.105378
1,21,25,153.544160,66.781973
1,21,26,35.856752,15.232681
1,21,27,43.132137,17.999036
1,21,28,39.635471,17.373266
1,21,29,93.407079,42.220656
1,21,30,136.638864,58.692244
1,21,31,98.988709,44.913748
1,21,32,121.754617,47.017691
1,21,33,38.630442,12.554793
1,22,2,54.911055,25.941023
1,22,3,53.465649,20.688508
1,22,4,69.264673,23.738864
1,22,5,35.874773,11.187655
1,22,6,32.749040,9.858614
1,22,7,156.484974,48.224484
1,22,8,106.999639,39.133452
1,22,9,33.193253,13.119489
1,22,10,40.566441,15.278241
1,22,11,29.138009,12.843238
1,22,12,30.256638,14.858185
1,22,13,34.823506,12.255082
1,22,14,84.358468,40.429780
1,22,15,35.511299,14.443181
1,22,16,41.165524,17.712427
1,22,17,38.895610,19.184695
1,22,18,52.620377,21.638223
1,22,19,56.966654,17.253703
1,22,20,53.049147,26.154589
1,22,21,56.754172,17.944730
1,22,22,55.197792,20.015397
1,22,23,55.264490,24.531614
1,22,24,140.530754,49.854273
1,22,25,133.204661,56.430360
1,22,26,46.301475,17.318988
1,22,27,36.831162,16.758310
1,22,28,38.191837,15.177788
1,22,29,70.561687,26.128376
1,22,30,112.452659,42.733563
1,22,31,88.512959,35.627809
1,22,32,156.175791,57.365885
1,22,33,32.901000,15.613423
1,23,2,75.622605,37.197108
1,23,3,53.097675,18.133005
1,23,4,71.184296,32.855384
1,23,5,32.272004,15.551386
1,23,6,41.302592,18.639767
1,23,7,134.243294,45.230914
1,23,8,126.780990,56.866060
1,23,9,37.479470,12.069457
1,23,10,35.571669,14.135868
1,23,11,24.020111,9.128393
1,23,12,31.722021,10.620734
1,23,13,41.070741,20.322719
1,23,14,64.087018,30.840347
1,23,15,47.588482,22.292414
1,23,16,27.940902,10.941320
1,23,17,38.997800,16.771182
1,23,18,69.385203,26.617281
1,23,19,63.561446,27.511182
1,23,20,50.699193,17.194250
1,23,21,54.784899,24.145101
1,23,22,51.419397,21.528473
1,23,23,57.082568,26.660076
1,23,24,126.650227,49.818759
1,23,25,107.576956,46.614078
1,23,26,41.459040,12.503380
1,23,27,37.641641,13.518525
1,23,28,40.419815,12.458965
1,23,29,70.305991,27.758004
1,23,30,132.142540,50.096140
1,23,31,113.150005,37.367671
1,23,32,128.256459,45.374921
1,23,33,38.825516,13.945766
1,24,2,58.767740,27.676350
1,24,3,65.435981,31.707775
1,24,4,66.584454,25.164871
1,24,5,35.167271,16.577400
1,24,6,46.096591,15.601184
1,24,7,131.202516,56.694151
1,24,8,144.440969,68.866275
1,24,9,46.210310,18.636678
1,24,10,27.880374,13.726748
1,24,11,32.946267,10.989165
1,24,12,45.333442,16.446315
1,24,13,38.322262,14.933967
1,24,14,95.130392,47.288770
1,24,15,42.787998,17.955114
1,24,16,41.081099,16.619257
1,24,17,48.696506,20.301977
1,24,18,48.317241,15.943535
1,24,19,51.112972,19.814434
1,24,20,67.505105,29.599369
1,24,21,61.496744,29.619623
1,24,22,75.386918,36.895197
1,24,23,52.209371,23.180263
1,24,24,123.949458,54.089412
1,24,25,119.181364,52.240998
1,24,26,42.024385,15.444640
1,24,27,40.990457,19.479798
1,24,28,42.117045,16.387063
1,24,29,102.807414,35.935595
1,24,30,144.439838,61.078431
1,24,31,110.129683,46.642883
1,24,32,143.427548,58.346978
1,24,33,39.617136,18.467442
2,1,2,49.289107,19.267210
2,1,3,56.349424,25.373010
2,1,4,53.764167,24.344982
2,1,5,38.239448,14.697526
2,1,6,31.134286,15.003865
2,1,7,123.468424,44.700822
2,1,8,112.719330,43.408182
2,1,9,30.873764,11.835345
2,1,10,26.013327,8.770145
2,1,11,19.982118,7.935976
2,1,12,25.403946,9.667420
2,1,13,32.772314,12.694313
2,1,14,55.920157,25.140189
2,1,15,26.162892,8.188886
2,1,16,31.368833,10.860484
2,1,17,38.077113,12.417312
2,1,18,56.650768,27.414754
2,1,19,46.287299,22.802253
2,1,20,47.587135,17.118692
2,1,21,52.871453,22.888254
2,1,22,47.969923,15.081524
2,1,23,60.595486,19.493927
2,1,24,121.004992,59.662221
2,1,25,97.020384,48.161062
2,1,26,30.405865,12.707696
2,1,27,32.522723,12.240998
2,1,28,31.890251,12.801966
2,1,29,80.549959,28.186261
2,1,30,125.623476,41.285868
2,1,31,76.848364,32.816415
2,1,32,101.182366,35.482451
2,1,33,32.051621,11.518226
2,2,2,64.904394,21.363523
2,2,3,70.435697,30.587011
2,2,4,80.464559,35.754541
2,2,5,53.231684,20.456895
2,2,6,45.278790,14.626866
2,2,7,149.666028,49.712598
2,2,8,188.097114,69.571746
2,2,9,36.316861,12.377033
2,2,10,46.472989,18.775148
2,2,11,40.554562,15.367438
2,2,12,43.627952,17.688367
2,2,13,37.944559,12.580249
2,2,14,84.925098,39.825319
2,2,15,44.745260,20.931071
2,2,16,46.495346,22.354368
2,2,17,36.888161,12.808378
2,2,18,62.767842,29.129018
2,2,19,71.797357,23.108428
2,2,20,71.876615,25.060637
2,2,21,65.937959,20.538100
2,2,22,68.811381,30.331556
2,2,23,58.861585,23.697211
2,2,24,196.258379,80.102871
2,2,25,151.557818,70.069379
2,2,26,55.707745,26.930155
2,2,27,49.657395,21.398520
2,2,28,45.871815,18.889392
2,2,29,90.488899,32.376076
2,2,30,186.944399,58.356782
2,2,31,123.311505,61.301252
2,2,32,156.551103,61.751642
2,2,33,52.422446,17.830585
2,3,2,47.091588,17.192705
2,3,3,42.692753,15.116983
2,3,4,67.315909,31.779330
2,3,5,27.166343,11.659691
2,3,6,33.720796,12.340386
2,3,7,91.527128,38.485187
2,3,8,119.819747,42.645429
2,3,9,31.040968,13.922618
2,3,10,27.393037,13.123113
2,3,11,21.081728,10.181488
2,3,12,27.983529,13.036872
2,3,13,31.625379,14.242742
2,3,14,61.326228,21.425516
2,3,15,24.126247,10.488489
2,3,16,30.587304,9.383429
2,3,17,21.520466,9.868006
2,3,18,47.390742,17.395586
2,3,19,40.768779,15.774907
2,3,20,48.175006,18.705210
2,3,21,53.399753,21.183363
2,3,22,55.084505,20.794792
2,3,23,44.196613,16.671026
2,3,24,108.569094,35.956463
2,3,25,132.915290,52.694341
2,3,26,28.128586,11.337547
2,3,27,29.052272,10.506895
2,3,28,22.171494,7.602415
2,3,29,62.631892,23.880860
2,3,30,101.822343,45.887875
2,3,31,66.305332,26.783305
2,3,32,91.544909,34.837878
2,3,33,29.529371,13.636231
2,4,2,51.612564,22.379574
2,4,3,46.873212,14.463996
2,4,4,66.416940,32.022848
2,4,5,31.778102,13.585017
2,4,6,32.723637,15.355893
2,4,7,92.703475,36.017338
2,4,8,103.314278,35.739409
2,4,9,27.513872,11.969167
