scenario_b,ts,bus,P_kW
2,3,21,40.911742
2,3,22,50.818108
2,3,23,55.197123
2,3,24,140.262293
2,3,25,122.512825
2,3,26,37.151047
2,3,27,50.924000
2,3,28,28.888127
2,3,29,58.077643
2,3,30,121.861674
2,3,31,105.280041
2,3,32,132.528726
2,3,33,41.882451
2,4,2,57.386058
2,4,3,67.225748
2,4,4,87.475787
2,4,5,46.696985
2,4,6,49.553308
2,4,7,118.203495
2,4,8,135.338387
2,4,9,44.712496
2,4,10,38.181886
2,4,11,39.458852
2,4,12,26.848267
2,4,13,30.575430
2,4,14,75.165603
2,4,15,37.915849
2,4,16,49.344574
2,4,17,41.323622
2,4,18,45.295076
2,4,19,55.965027
2,4,20,55.277484
2,4,21,54.891333
2,4,22,48.601989
2,4,23,56.242456
2,4,24,145.407293
2,4,25,147.134059
2,4,26,34.688867
2,4,27,35.758480
2,4,28,40.735636
2,4,29,65.065612
2,4,30,146.771292
2,4,31,72.469688
2,4,32,98.957315
2,4,33,38.892058
3,1,2,49.987204
3,1,3,56.522924
3,1,4,54.774680
3,1,5,21.258305
3,1,6,40.621065
3,1,7,96.282671
3,1,8,90.910300
3,1,9,20.620286
3,1,10,29.514263
3,1,11,19.995793
3,1,12,26.529077
3,1,13,33.779270
3,1,14,59.435976
3,1,15,26.016082
3,1,16,32.595630
3,1,17,22.004015
3,1,18,37.707786
3,1,19,35.331306
3,1,20,38.387846
3,1,21,39.294365
3,1,22,49.151101
3,1,23,47.127167
3,1,24,92.086363
3,1,25,105.141576
3,1,26,30.051453
3,1,27,31.130859
3,1,28,35.073631
3,1,29,46.988580
3,1,30,80.780270
3,1,31,95.630348
3,1,32,92.281568
3,1,33,26.558683
3,2,2,49.494868
3,2,3,50.616678
3,2,4,66.779941
3,2,5,24.597598
3,2,6,29.890204
3,2,7,98.470764
3,2,8,144.008812
3,2,9,41.992583
3,2,10,34.052106
3,2,11,20.098290
3,2,12,36.622910
3,2,13,37.179979
3,2,14,59.665685
3,2,15,28.121764
3,2,16,34.943752
3,2,17,30.982507
3,2,18,54.260429
3,2,19,32.810400
3,2,20,56.110945
3,2,21,47.495231
3,2,22,34.565467
3,2,23,50.659238
3,2,24,124.441486
3,2,25,132.399550
3,2,26,24.107952
3,2,27,27.976245
3,2,28,24.267850
3,2,29,69.142409
3,2,30,113.960859
3,2,31,81.127669
3,2,32,115.167576
3,2,33,39.880919
3,3,2,48.312192
3,3,3,49.858342
3,3,4,76.264243
3,3,5,42.455671
3,3,6,46.905316
3,3,7,88.701281
3,3,8,127.059510
3,3,9,39.604948
3,3,10,41.900327
3,3,11,17.927882
3,3,12,28.918470
3,3,13,34.839444
3,3,14,66.542391
3,3,15,30.857657
3,3,16,29.099020
3,3,17,44.030184
3,3,18,65.578420
3,3,19,44.603198
3,3,20,45.555553
3,3,21,52.069995
3,3,22,46.642356
3,3,23,61.791985
3,3,24,125.582353
3,3,25,104.062916
3,3,26,29.389906
3,3,27,37.801432
3,3,28,27.613879
3,3,29,74.582041
3,3,30,136.499920
3,3,31,72.036986
3,3,32,149.736003
3,3,33,27.440327
3,4,2,48.991544
3,4,3,42.446886
3,4,4,73.550329
3,4,5,40.165961
3,4,6,30.687418
3,4,7,108.059982
3,4,8,149.534136
3,4,9,34.011728
3,4,10,29.365712
3,4,11,23.274846
3,4,12,36.869955
3,4,13,37.976864
3,4,14,82.389373
3,4,15,34.509344
3,4,16,37.650213
3,4,17,45.644678
3,4,18,69.150320
3,4,19,50.073144
3,4,20,53.737546
3,4,21,56.663504
3,4,22,44.736664
3,4,23,54.230529
3,4,24,114.582516
3,4,25,120.769851
3,4,26,29.273200
3,4,27,33.907748
3,4,28,25.839800
3,4,29,89.630928
3,4,30,146.803157
3,4,31,96.303169
3,4,32,125.970603
3,4,33,38.683249
4,1,2,50.867294
4,1,3,34.251783
4,1,4,65.377455
4,1,5,22.456837
4,1,6,32.224221
4,1,7,82.148595
4,1,8,90.729971
4,1,9,25.886681
4,1,10,26.724254
4,1,11,21.844087
4,1,12,43.036000
4,1,13,43.036000
4,1,14,41.552700
4,1,15,27.698276
4,1,16,32.973277
4,1,17,33.319625
4,1,18,46.728204
4,1,19,55.964915
4,1,20,45.548343
4,1,21,37.663343
4,1,22,50.407022
4,1,23,56.984804
4,1,24,117.941269
4,1,25,110.175132
4,1,26,36.356512
4,1,27,24.431156
4,1,28,33.080409
4,1,29,44.018890
4,1,30,106.189990
4,1,31,54.068936
4,1,32,145.442699
4,1,33,34.119138
4,2,2,52.268355
4,2,3,40.075872
4,2,4,60.329782
4,2,5,32.197521
4,2,6,23.156822
4,2,7,83.987043
4,2,8,94.536650
4,2,9,33.658307
4,2,10,36.214016
4,2,11,23.579338
4,2,12,36.253287
4,2,13,28.247020
4,2,14,63.655769
4,2,15,32.011708
4,2,16,30.275217
4,2,17,33.240350
4,2,18,52.515435
4,2,19,42.354134
4,2,20,48.993750
4,2,21,51.112220
4,2,22,55.826599
4,2,23,45.819010
4,2,24,122.268135
4,2,25,107.373484
4,2,26,27.212614
4,2,27,39.203736
4,2,28,29.856008
4,2,29,55.441246
4,2,30,137.959693
4,2,31,71.260225
4,2,32,108.050979
4,2,33,24.946904
4,3,2,72.110199
4,3,3,40.298541
4,3,4,75.264679
4,3,5,40.507289
4,3,6,30.001111
4,3,7,110.367030
4,3,8,104.882308
4,3,9,31.963070
4,3,10,35.391302
4,3,11,18.438000
4,3,12,31.621663
4,3,13,26.835470
4,3,14,82.841393
4,3,15,39.743107
4,3,16,33.857694
4,3,17,46.232408
4,3,18,53.564978
4,3,19,57.414783
4,3,20,71.261855
4,3,21,49.135918
4,3,22,66.225058
4,3,23,36.876000
4,3,24,102.980669
4,3,25,117.082551
4,3,26,32.455614
4,3,27,35.116520
4,3,28,34.848031
4,3,29,76.960397
4,3,30,103.202299
4,3,31,79.814612
4,3,32,143.624250
4,3,33,43.769153
4,4,2,61.500660
4,4,3,45.648739
4,4,4,62.582567
4,4,5,39.319617
4,4,6,45.367011
4,4,7,121.994663
4,4,8,89.544819
4,4,9,48.009783
4,4,10,35.556708
4,4,11,29.580348
4,4,12,32.935687
4,4,13,41.174476
4,4,14,65.189784
4,4,15,39.910152
4,4,16,32.884763
4,4,17,39.084809
4,4,18,59.407052
4,4,19,48.671628
4,4,20,50.427510
4,4,21,46.029032
4,4,22,67.493494
4,4,23,54.496432
4,4,24,140.191227
4,4,25,114.229218
4,4,26,37.567474
4,4,27,41.463749
4,4,28,53.139959
4,4,29,88.730477
4,4,30,134.267520
4,4,31,137.838764
4,4,32,129.424802
4,4,33,47.119188
5,1,2,69.457900
5,1,3,49.937174
5,1,4,47.941743
5,1,5,26.305431
5,1,6,26.252762
5,1,7,92.571118
5,1,8,100.637147
5,1,9,30.037621
5,1,10,23.113385
5,1,11,27.172492
5,1,12,28.643451
5,1,13,31.636198
5,1,14,60.977007
5,1,15,21.226122
5,1,16,34.122438
5,1,17,29.489957
5,1,18,30.178400
5,1,19,42.377681
5,1,20,34.911831
5,1,21,60.810777
5,1,22,41.518282
5,1,23,49.364707
5,1,24,111.812602
5,1,25,102.884626
5,1,26,33.418390
5,1,27,26.438894
5,1,28,34.193038
5,1,29,53.791213
5,1,30,87.990093
5,1,31,69.280603
5,1,32,139.149723
5,1,33,31.401813
5,2,2,55.924699
5,2,3,42.490686
5,2,4,60.700479
5,2,5,33.995777
5,2,6,30.214389
5,2,7,95.938432
5,2,8,120.118569
5,2,9,30.300867
5,2,10,31.064177
5,2,11,18.017278
5,2,12,29.765976
5,2,13,31.500645
5,2,14,62.196096
5,2,15,24.118311
5,2,16,27.051648
5,2,17,37.179656
5,2,18,48.263734
5,2,19,39.001928
5,2,20,52.023781
5,2,21,60.404721
5,2,22,51.465488
5,2,23,39.476633
5,2,24,98.100076
5,2,25,114.179204
5,2,26,36.057865
5,2,27,33.311099
5,2,28,29.884540
5,2,29,58.072801
5,2,30,106.363916
5,2,31,86.519221
5,2,32,116.293706
5,2,33,31.382442
5,3,2,57.267746
5,3,3,45.312489
5,3,4,88.898914
5,3,5,32.580258
5,3,6,33.118287
5,3,7,127.887510
5,3,8,111.997274
5,3,9,25.614786
5,3,10,46.810905
5,3,11,25.538559
5,3,12,24.787500
5,3,13,30.230799
5,3,14,57.238493
5,3,15,35.018783
5,3,16,36.779533
5,3,17,34.103777
5,3,18,68.620100
5,3,19,49.163686
5,3,20,36.603724
5,3,21,48.977498
5,3,22,56.670641
5,3,23,39.557146
5,3,24,142.164933
5,3,25,103.626506
5,3,26,34.126331
5,3,27,32.239443
5,3,28,39.732736
5,3,29,53.132277
5,3,30,117.922861
5,3,31,77.426575
5,3,32,125.082636
5,3,33,34.261672
5,4,2,60.159233
5,4,3,50.710911
5,4,4,76.045406
5,4,5,32.119675
5,4,6,33.328101
5,4,7,127.437296
5,4,8,133.498933
5,4,9,31.534817
5,4,10,39.588108
5,4,11,27.570090
5,4,12,39.138868
5,4,13,42.015515
5,4,14,81.780288
5,4,15,36.643652
5,4,16,36.855841
5,4,17,38.164924
5,4,18,47.148608
5,4,19,55.832024
5,4,20,49.593125
5,4,21,59.774510
5,4,22,71.830477
5,4,23,55.363729
5,4,24,127.849782
5,4,25,121.050659
5,4,26,46.119491
5,4,27,37.193682
5,4,28,34.578664
5,4,29,72.418964
5,4,30,155.208864
5,4,31,93.665084
5,4,32,104.204011
5,4,33,40.042770
6,1,2,55.769964
6,1,3,44.380185
6,1,4,72.508080
6,1,5,24.347583
6,1,6,26.586565
6,1,7,103.987262
6,1,8,93.505070
6,1,9,40.633041
6,1,10,28.154292
6,1,11,26.379381
6,1,12,30.728108
6,1,13,25.320073
6,1,14,67.703819
6,1,15,33.156751
6,1,16,31.875778
6,1,17,39.999719
6,1,18,38.553207
6,1,19,40.018141
6,1,20,43.073146
6,1,21,41.635494
6,1,22,50.169259
6,1,23,34.195084
6,1,24,131.236474
6,1,25,93.125023
6,1,26,25.110221
6,1,27,30.295587
6,1,28,20.776000
6,1,29,70.778628
6,1,30,89.628905
6,1,31,100.650515
6,1,32,120.827332
6,1,33,27.541860
6,2,2,48.623354
6,2,3,52.460216
6,2,4,64.550719
6,2,5,28.362561
6,2,6,23.161142
6,2,7,75.294800
6,2,8,94.332813
6,2,9,28.403858
6,2,10,31.764881
6,2,11,23.537742
6,2,12,25.714986
6,2,13,32.853384
6,2,14,60.318701
6,2,15,32.935016
6,2,16,33.485687
6,2,17,33.371879
6,2,18,39.702947
6,2,19,58.115062
6,2,20,47.514289
6,2,21,48.175227
6,2,22,43.251050
6,2,23,54.369540
6,2,24,104.569681
6,2,25,107.934916
6,2,26,40.895319
6,2,27,31.559226
6,2,28,33.809788
6,2,29,74.989122
6,2,30,75.294800
6,2,31,86.590411
6,2,32,135.217230
6,2,33,37.369565
6,3,2,79.634288
6,3,3,57.475518
6,3,4,60.469014
6,3,5,32.794570
6,3,6,43.011831
6,3,7,122.930892
6,3,8,133.926446
6,3,9,32.779170
6,3,10,29.348324
6,3,11,23.097098
6,3,12,33.515363
6,3,13,39.517826
6,3,14,94.180674
6,3,15,32.077908
6,3,16,35.328315
6,3,17,32.860192
6,3,18,56.787243
6,3,19,59.061746
6,3,20,39.913142
6,3,21,64.850273
6,3,22,66.105613
6,3,23,57.750712
6,3,24,153.336487
6,3,25,129.788235
6,3,26,43.522894
6,3,27,41.669773
6,3,28,32.748988
6,3,29,81.848252
6,3,30,141.908142
6,3,31,89.254989
6,3,32,153.162776
6,3,33,29.848187
6,4,2,54.317329
6,4,3,79.125272
6,4,4,75.428327
6,4,5,39.800269
6,4,6,28.910681
6,4,7,182.312974
6,4,8,108.806316
6,4,9,39.059441
6,4,10,31.824506
6,4,11,24.155946
6,4,12,30.532070
6,4,13,36.053514
6,4,14,60.837121
6,4,15,45.487067
6,4,16,40.216719
6,4,17,43.136346
6,4,18,66.260795
6,4,19,46.943942
6,4,20,42.707568
6,4,21,43.482422
6,4,22,65.994622
6,4,23,69.040975
6,4,24,139.217642
6,4,25,140.435892
6,4,26,40.967246
6,4,27,37.542433
6,4,28,33.249311
6,4,29,78.975564
6,4,30,89.969915
6,4,31,84.674237
6,4,32,189.433992
6,4,33,40.554743
7,1,2,61.596522
7,1,3,52.516001
7,1,4,56.774987
7,1,5,30.184344
7,1,6,31.827698
7,1,7,106.513185
7,1,8,75.636743
7,1,9,27.730331
7,1,10,29.579001
7,1,11,25.055754
7,1,12,40.586548
7,1,13,31.662826
7,1,14,60.984617
7,1,15,28.063472
7,1,16,34.985791
7,1,17,28.521338
7,1,18,50.302292
7,1,19,53.988432
7,1,20,45.994018
7,1,21,30.178400
7,1,22,49.123599
7,1,23,53.013842
7,1,24,85.357142
7,1,25,96.812090
7,1,26,31.169638
7,1,27,26.380260
7,1,28,29.352353
7,1,29,49.547925
7,1,30,92.927898
7,1,31,82.130880
7,1,32,70.415800
7,1,33,22.070634
7,2,2,43.637236
7,2,3,50.732966
7,2,4,65.548618
7,2,5,35.036785
7,2,6,32.682119
7,2,7,98.162837
7,2,8,90.605245
7,2,9,28.208433
7,2,10,37.096436
7,2,11,19.381126
7,2,12,28.553836
7,2,13,25.459819
7,2,14,62.982741
7,2,15,28.442184
7,2,16,35.575071
7,2,17,37.635861
7,2,18,41.169896
7,2,19,45.189809
7,2,20,43.604209
7,2,21,42.938044
7,2,22,52.761652
7,2,23,47.738296
7,2,24,119.958502
7,2,25,116.924715
7,2,26,25.798879
7,2,27,42.512543
7,2,28,39.380341
7,2,29,81.524323
7,2,30,97.537533
7,2,31,63.680339
7,2,32,89.761168
7,2,33,31.610352
7,3,2,65.833897
7,3,3,46.092221
7,3,4,54.885559
7,3,5,31.380374
7,3,6,37.341199
7,3,7,94.725165
7,3,8,109.590784
7,3,9,35.056192
7,3,10,26.587046
7,3,11,25.399541
7,3,12,23.806300
7,3,13,39.731247
7,3,14,68.537761
7,3,15,35.818022
7,3,16,23.806300
7,3,17,28.420259
7,3,18,61.895328
7,3,19,66.425756
7,3,20,54.966027
7,3,21,46.252033
7,3,22,50.219128
7,3,23,63.181433
7,3,24,133.175787
7,3,25,93.547077
7,3,26,40.876333
7,3,27,33.712597
7,3,28,26.956984
7,3,29,60.911769
7,3,30,120.380792
7,3,31,86.171029
7,3,32,113.530119
7,3,33,38.503305
7,4,2,47.162090
7,4,3,49.761521
7,4,4,74.154573
7,4,5,32.641172
7,4,6,39.242753
7,4,7,123.936377
7,4,8,131.482575
7,4,9,34.041100
7,4,10,33.725133
7,4,11,30.454159
7,4,12,32.060343
7,4,13,33.901320
7,4,14,74.779704
7,4,15,33.347259
7,4,16,35.597529
7,4,17,45.437619
7,4,18,45.392696
7,4,19,68.186224
7,4,20,49.459473
7,4,21,48.217540
7,4,22,43.660428
7,4,23,52.139634
7,4,24,145.458081
7,4,25,139.097224
7,4,26,36.976977
7,4,27,38.715153
7,4,28,37.242091
7,4,29,83.440026
7,4,30,107.994692
7,4,31,117.258474
7,4,32,110.515689
7,4,33,30.221799
8,1,2,62.294651
8,1,3,46.584018
8,1,4,49.912877
8,1,5,26.046414
8,1,6,28.062186
8,1,7,97.390472
8,1,8,102.161741
8,1,9,29.275260
8,1,10,26.054447
8,1,11,27.506168
8,1,12,33.782065
8,1,13,33.806386
8,1,14,46.203431
8,1,15,34.115429
8,1,16,29.254849
8,1,17,29.555046
8,1,18,35.546126
8,1,19,38.194283
8,1,20,61.406751
8,1,21,44.333845
8,1,22,40.283243
8,1,23,63.425711
8,1,24,109.633865
8,1,25,126.597083
8,1,26,32.559004
8,1,27,32.372025
8,1,28,36.595267
8,1,29,81.121797
8,1,30,125.744528
8,1,31,56.480260
8,1,32,95.508692
8,1,33,33.854859
8,2,2,53.021881
8,2,3,63.610943
8,2,4,70.919828
8,2,5,33.555516
8,2,6,36.280028
8,2,7,141.502168
8,2,8,131.021531
8,2,9,31.640619
8,2,10,30.561598
8,2,11,28.459716
8,2,12,32.060597
8,2,13,34.592913
8,2,14,61.731888
8,2,15,33.369368
8,2,16,27.268437
8,2,17,26.436607
8,2,18,55.464222
8,2,19,46.627151
8,2,20,34.965305
8,2,21,42.015474
8,2,22,48.125350
8,2,23,45.307545
8,2,24,107.479315
8,2,25,101.264110
8,2,26,28.220409
8,2,27,28.638696
8,2,28,38.088582
8,2,29,55.631748
8,2,30,92.554742
8,2,31,98.041073
8,2,32,83.357352
8,2,33,41.132295
8,3,2,54.102044
8,3,3,40.551318
8,3,4,82.164259
8,3,5,27.937595
8,3,6,40.088695
8,3,7,146.480533
8,3,8,97.403733
8,3,9,32.636962
8,3,10,29.795053
8,3,11,30.504937
8,3,12,35.346200
8,3,13,27.141059
8,3,14,62.467640
8,3,15,30.517988
8,3,16,25.963367
8,3,17,24.584000
8,3,18,44.481925
8,3,19,47.042272
8,3,20,42.877856
8,3,21,51.590628
8,3,22,48.397800
8,3,23,55.805488
8,3,24,150.578907
8,3,25,119.452000
8,3,26,36.702110
8,3,27,32.589535
8,3,28,40.286664
8,3,29,78.210931
8,3,30,105.179576
8,3,31,105.743682
8,3,32,113.298555
8,3,33,35.845077
8,4,2,53.087224
8,4,3,63.848260
8,4,4,59.439188
8,4,5,31.138799
8,4,6,34.155756
8,4,7,122.566236
8,4,8,142.027172
8,4,9,26.684000
8,4,10,47.444689
8,4,11,34.843659
8,4,12,32.461312
8,4,13,37.690122
8,4,14,73.849651
8,4,15,32.423397
8,4,16,44.674536
8,4,17,32.739151
8,4,18,54.154246
8,4,19,40.026000
8,4,20,55.352722
8,4,21,62.079111
8,4,22,60.447842
8,4,23,63.675970
8,4,24,156.903178
8,4,25,139.146360
8,4,26,42.045237
8,4,27,39.237206
8,4,28,39.907913
8,4,29,85.302182
8,4,30,100.795974
8,4,31,118.086179
8,4,32,150.999204
8,4,33,38.429982
9,1,2,49.613321
9,1,3,53.572011
9,1,4,65.298158
9,1,5,21.488683
9,1,6,30.724264
9,1,7,86.188042
9,1,8,103.245364
9,1,9,32.691679
9,1,10,31.012907
9,1,11,23.126122
9,1,12,33.157730
9,1,13,21.493127
9,1,14,48.126881
9,1,15,23.746577
9,1,16,22.982764
9,1,17,27.474156
9,1,18,43.815371
9,1,19,39.602945
9,1,20,45.619319
9,1,21,45.975099
9,1,22,40.395682
9,1,23,42.213705
9,1,24,104.062952
9,1,25,138.032947
9,1,26,29.985184
9,1,27,29.036572
9,1,28,21.047198
9,1,29,78.324191
9,1,30,97.720338
9,1,31,59.441333
9,1,32,123.460923
9,1,33,25.864968
9,2,2,55.702995
9,2,3,40.950594
9,2,4,69.269147
9,2,5,27.920493
9,2,6,32.718306
9,2,7,79.827247
9,2,8,116.649631
9,2,9,31.558988
9,2,10,22.305549
9,2,11,17.706061
9,2,12,32.648382
9,2,13,27.583192
9,2,14,66.603557
9,2,15,27.946098
9,2,16,23.923542
9,2,17,45.309600
9,2,18,52.913408
9,2,19,43.811036
9,2,20,44.364429
9,2,21,41.863945
9,2,22,32.810400
9,2,23,39.826185
9,2,24,113.446084
9,2,25,141.056558
9,2,26,45.309600
9,2,27,42.218625
9,2,28,27.257866
9,2,29,70.591757
9,2,30,102.434954
9,2,31,89.212352
9,2,32,128.048760
9,2,33,38.164427
9,3,2,71.431460
9,3,3,60.226925
9,3,4,85.136339
9,3,5,39.810440
9,3,6,29.643700
9,3,7,138.981461
9,3,8,111.107470
9,3,9,36.412215
9,3,10,48.513312
9,3,11,20.733849
9,3,12,31.401251
9,3,13,34.414263
9,3,14,73.041643
9,3,15,23.806300
9,3,16,27.672143
9,3,17,39.149975
9,3,18,53.698199
9,3,19,73.968850
9,3,20,55.711612
9,3,21,47.024520
9,3,22,49.476154
9,3,23,45.297490
9,3,24,106.823997
9,3,25,120.751525
9,3,26,32.376236
9,3,27,34.454960
9,3,28,45.266754
9,3,29,69.447449
9,3,30,96.062909
9,3,31,74.865597
9,3,32,98.525577
9,3,33,34.805605
9,4,2,62.990511
9,4,3,62.972983
9,4,4,81.343992
9,4,5,48.122011
9,4,6,31.039960
9,4,7,93.350268
9,4,8,105.289500
9,4,9,37.151716
9,4,10,38.928925
9,4,11,28.334317
9,4,12,45.478222
9,4,13,31.285656
9,4,14,93.611034
9,4,15,48.038834
9,4,16,48.648428
9,4,17,53.525300
9,4,18,63.245313
9,4,19,48.202449
9,4,20,46.798303
9,4,21,56.198994
9,4,22,48.273492
9,4,23,65.271564
9,4,24,123.725024
9,4,25,171.238896
9,4,26,28.124060
9,4,27,33.689706
9,4,28,37.591937
9,4,29,82.817360
9,4,30,129.744288
9,4,31,73.923967
9,4,32,108.969974
9,4,33,30.302222
10,1,2,50.860019
10,1,3,51.973475
10,1,4,68.165054
10,1,5,30.000180
10,1,6,28.484562
10,1,7,118.189228
10,1,8,109.896061
10,1,9,33.591673
10,1,10,23.507729
10,1,11,20.585994
10,1,12,31.072347
10,1,13,33.555685
10,1,14,53.323835
10,1,15,24.959044
10,1,16,33.891751
10,1,17,35.251770
10,1,18,45.491067
10,1,19,39.387475
10,1,20,37.645927
10,1,21,46.952029
10,1,22,49.494310
10,1,23,48.357212
10,1,24,102.797683
10,1,25,125.360315
10,1,26,28.583682
10,1,27,33.592798
10,1,28,33.997664
10,1,29,72.822004
10,1,30,90.340225
10,1,31,92.344918
10,1,32,88.262940
10,1,33,34.948225
10,2,2,68.047972
10,2,3,40.435499
10,2,4,77.175711
10,2,5,35.809473
10,2,6,37.630853
10,2,7,132.412606
10,2,8,90.919234
10,2,9,24.804030
10,2,10,46.790050
10,2,11,27.334854
10,2,12,22.588300
10,2,13,24.047162
10,2,14,69.592252
10,2,15,22.588300
10,2,16,23.192084
10,2,17,27.479916
10,2,18,59.952020
10,2,19,48.108291
10,2,20,37.761092
10,2,21,57.399103
10,2,22,55.656331
10,2,23,45.104100
10,2,24,119.373063
10,2,25,145.937776
10,2,26,43.933527
10,2,27,36.526580
10,2,28,27.560092
10,2,29,60.296227
10,2,30,99.266004
10,2,31,116.975850
10,2,32,117.044628
10,2,33,38.548144
10,3,2,58.257806
10,3,3,63.038629
10,3,4,87.359087
10,3,5,40.781057
10,3,6,37.501275
10,3,7,109.264060
10,3,8,109.938402
10,3,9,37.739510
10,3,10,28.625637
10,3,11,22.152470
10,3,12,29.873506
10,3,13,38.733196
10,3,14,60.531386
10,3,15,41.211195
10,3,16,32.731583
10,3,17,31.517905
10,3,18,45.147491
10,3,19,65.646662
10,3,20,48.698389
10,3,21,48.735130
10,3,22,62.923629
10,3,23,51.752373
10,3,24,141.186977
10,3,25,109.837007
10,3,26,26.698223
10,3,27,37.818901
10,3,28,41.121025
10,3,29,75.217631
10,3,30,98.881585
10,3,31,118.503558
10,3,32,120.470722
10,3,33,37.487301
10,4,2,89.714605
10,4,3,58.995989
10,4,4,68.781831
10,4,5,26.684000
10,4,6,45.779229
10,4,7,130.065908
10,4,8,151.523125
10,4,9,32.148733
10,4,10,33.504709
10,4,11,28.409802
10,4,12,28.992797
10,4,13,34.373096
10,4,14,83.463512
10,4,15,41.751127
10,4,16,30.155940
10,4,17,40.819249
10,4,18,46.704350
10,4,19,64.433377
10,4,20,64.968262
10,4,21,71.412712
10,4,22,50.384085
