scenario_a,t,region,DEV_ch_sl_kW
3,8,3,830.831628
3,9,1,284.859000
3,9,2,353.583834
3,9,3,500.111670
3,10,1,408.818496
3,10,2,431.603433
3,10,3,576.162927
3,11,1,330.359613
3,11,2,330.301452
3,11,3,321.420849
3,12,1,478.814646
3,12,2,252.794661
3,12,3,482.385387
3,13,1,454.850976
3,13,2,425.558430
3,13,3,615.044898
3,14,1,583.503414
3,14,2,428.552910
3,14,3,609.711603
3,15,1,557.161668
3,15,2,413.305131
3,15,3,781.938963
3,16,1,560.539002
3,16,2,291.614382
3,16,3,555.895920
3,17,1,409.535988
3,17,2,448.053777
3,17,3,489.237039
3,18,1,694.346271
3,18,2,474.306972
3,18,3,427.178382
3,19,1,570.506133
3,19,2,361.044612
3,19,3,374.579769
3,20,1,532.438578
3,20,2,468.661431
3,20,3,654.754713
3,21,1,482.293314
3,21,2,370.200957
3,21,3,662.607198
3,22,1,433.846353
3,22,2,523.661157
3,22,3,606.501777
3,23,1,719.367708
3,23,2,578.159916
3,23,3,821.951259
3,24,1,545.318238
3,24,2,445.726707
3,24,3,627.303333
4,1,1,390.822807
4,1,2,560.703555
4,1,3,589.948905
4,2,1,393.114609
4,2,2,463.860339
4,2,3,585.719373
4,3,1,370.139259
4,3,2,396.500394
4,3,3,572.988906
4,4,1,494.797677
4,4,2,369.028926
4,4,3,575.040054
4,5,1,470.972901
4,5,2,356.937060
4,5,3,665.483418
4,6,1,316.391100
4,6,2,400.038297
4,6,3,615.231492
4,7,1,435.512178
4,7,2,356.055624
4,7,3,416.191956
4,8,1,459.858369
4,8,2,271.416825
4,8,3,558.081633
4,9,1,456.112089
4,9,2,233.179077
4,9,3,622.930287
4,10,1,472.331526
4,10,2,237.958734
4,10,3,661.506399
4,11,1,482.268897
4,11,2,275.181339
4,11,3,429.044460
4,12,1,509.473515
4,12,2,262.342059
4,12,3,580.859010
4,13,1,559.499865
4,13,2,303.442878
4,13,3,418.287183
4,14,1,456.556239
4,14,2,309.702330
4,14,3,562.385085
4,15,1,456.372240
4,15,2,380.280627
4,15,3,458.856879
4,16,1,361.182072
4,16,2,362.249916
4,16,3,347.863584
4,17,1,362.409564
4,17,2,422.723496
4,17,3,503.638359
4,18,1,336.739323
4,18,2,347.343966
4,18,3,545.888880
4,19,1,459.055044
4,19,2,325.941390
4,19,3,561.900147
4,20,1,530.457891
4,20,2,518.699415
4,20,3,314.411400
4,21,1,414.383094
4,21,2,451.896597
4,21,3,514.925172
4,22,1,546.853638
4,22,2,380.018595
4,22,3,551.232183
4,23,1,388.665945
4,23,2,518.238942
4,23,3,634.156644
4,24,1,348.209667
4,24,2,438.687246
4,24,3,619.997457
5,1,1,694.977855
5,1,2,583.564302
5,1,3,732.364611
5,2,1,461.499282
5,2,2,513.790491
5,2,3,455.027451
5,3,1,757.596342
5,3,2,488.085309
5,3,3,636.689700
5,4,1,530.031180
5,4,2,570.159900
5,4,3,716.507058
5,5,1,382.353291
5,5,2,458.892345
5,5,3,636.971661
5,6,1,520.684353
5,6,2,455.812146
5,6,3,482.420085
5,7,1,456.893658
5,7,2,344.168913
5,7,3,738.946671
5,8,1,372.548388
5,8,2,470.567076
5,8,3,729.534756
5,9,1,474.136512
5,9,2,355.507044
5,9,3,653.168334
5,10,1,462.015699
5,10,2,386.690802
5,10,3,615.218925
5,11,1,323.680314
5,11,2,365.377458
5,11,3,466.520907
5,12,1,272.640879
5,12,2,380.720571
5,12,3,403.389036
5,13,1,428.266467
5,13,2,423.280776
5,13,3,393.744948
5,14,1,391.096116
5,14,2,535.135659
5,14,3,374.493525
5,15,1,726.778467
5,15,2,330.184110
5,15,3,685.344654
5,16,1,383.986896
5,16,2,276.834210
5,16,3,505.728690
5,17,1,390.469038
5,17,2,480.763932
5,17,3,566.332479
5,18,1,369.705840
5,18,2,382.092738
5,18,3,585.898317
5,19,1,536.752488
5,19,2,422.970258
5,19,3,513.538332
5,20,1,471.364203
5,20,2,615.471024
5,20,3,668.702694
5,21,1,575.650998
5,21,2,391.363101
5,21,3,596.349309
5,22,1,592.056051
5,22,2,417.560853
5,22,3,559.969929
5,23,1,585.919833
5,23,2,622.954539
5,23,3,548.374125
5,24,1,480.921777
5,24,2,608.110077
5,24,3,701.961543
6,1,1,472.358301
6,1,2,523.931019
6,1,3,625.504695
6,2,1,408.440634
6,2,2,435.327510
6,2,3,532.624527
6,3,1,455.900925
6,3,2,353.081940
6,3,3,593.899632
6,4,1,399.361830
6,4,2,655.770279
6,4,3,458.853684
6,5,1,418.672143
6,5,2,376.520148
6,5,3,765.304221
6,6,1,348.042591
6,6,2,304.541535
6,6,3,645.674499
6,7,1,399.897999
6,7,2,370.410159
6,7,3,450.185262
6,8,1,613.313739
6,8,2,512.072235
6,8,3,486.932196
6,9,1,422.787285
6,9,2,271.711218
6,9,3,533.821218
6,10,1,525.802335
6,10,2,232.192722
6,10,3,449.398587
6,11,1,406.997106
6,11,2,259.625973
6,11,3,302.247993
6,12,1,361.148286
6,12,2,309.083367
6,12,3,297.343164
6,13,1,428.818812
6,13,2,235.631955
6,13,3,530.316915
6,14,1,477.528447
6,14,2,432.159402
6,14,3,514.071711
6,15,1,402.583500
6,15,2,271.484259
6,15,3,682.911303
6,16,1,630.641952
6,16,2,357.410334
6,16,3,639.963762
6,17,1,400.592898
6,17,2,264.965496
6,17,3,389.776251
6,18,1,323.410071
6,18,2,429.486336
6,18,3,744.934104
6,19,1,364.500402
6,19,2,321.041544
6,19,3,540.944145
6,20,1,237.366408
6,20,2,406.750725
6,20,3,536.330241
6,21,1,411.525153
6,21,2,431.500686
6,21,3,579.888009
6,22,1,255.866718
6,22,2,410.820792
6,22,3,705.103095
6,23,1,525.717444
6,23,2,425.833611
6,23,3,540.124053
6,24,1,314.254479
6,24,2,571.993242
6,24,3,587.973873
7,1,1,509.506899
7,1,2,397.833327
7,1,3,540.258903
7,2,1,431.905875
7,2,2,473.651526
7,2,3,555.255720
7,3,1,590.877828
7,3,2,462.392298
7,3,3,605.700681
7,4,1,501.028563
7,4,2,560.003463
7,4,3,663.089475
7,5,1,744.047820
7,5,2,480.788112
7,5,3,523.941444
7,6,1,382.339650
7,6,2,478.034427
7,6,3,522.385587
7,7,1,544.863135
7,7,2,506.704524
7,7,3,661.903089
7,8,1,555.425652
7,8,2,422.581152
7,8,3,558.329877
7,9,1,518.661351
7,9,2,482.063097
7,9,3,532.568379
7,10,1,423.530817
7,10,2,337.590828
7,10,3,442.015053
7,11,1,381.302637
7,11,2,421.018848
7,11,3,421.879857
7,12,1,434.979936
7,12,2,409.342344
7,12,3,466.430016
7,13,1,402.667716
7,13,2,370.545153
7,13,3,511.009656
7,14,1,618.066603
7,14,2,426.109746
7,14,3,614.886525
7,15,1,542.464977
7,15,2,355.914330
7,15,3,700.303902
7,16,1,469.579983
7,16,2,399.739488
7,16,3,747.977457
7,17,1,347.797935
7,17,2,495.209400
7,17,3,503.633724
7,18,1,445.514757
7,18,2,269.992170
7,18,3,391.236480
7,19,1,549.722286
7,19,2,562.108590
7,19,3,490.013220
7,20,1,465.642402
7,20,2,442.483041
7,20,3,720.313452
7,21,1,420.667533
7,21,2,314.078181
7,21,3,867.905031
7,22,1,305.730000
7,22,2,424.071555
7,22,3,599.939733
7,23,1,532.684914
7,23,2,534.145911
7,23,3,823.756986
7,24,1,443.534073
7,24,2,546.792543
7,24,3,709.685991
8,1,1,319.784574
8,1,2,413.360016
8,1,3,548.380149
8,2,1,496.794204
8,2,2,366.867621
8,2,3,444.470310
8,3,1,556.018404
8,3,2,368.082291
8,3,3,598.161675
8,4,1,379.511310
8,4,2,378.951738
8,4,3,797.926137
8,5,1,353.159778
8,5,2,615.598359
8,5,3,592.571010
8,6,1,354.758721
8,6,2,422.351973
8,6,3,516.343005
8,7,1,715.956999
8,7,2,450.361398
8,7,3,615.960852
8,8,1,555.024543
8,8,2,327.740361
8,8,3,553.002864
8,9,1,527.780241
8,9,2,296.214867
8,9,3,633.514893
8,10,1,381.704514
8,10,2,209.081472
8,10,3,581.144757
8,11,1,489.347613
8,11,2,238.979277
8,11,3,483.210216
8,12,1,518.366109
8,12,2,204.140529
8,12,3,384.458430
8,13,1,397.573989
8,13,2,383.185959
8,13,3,545.165778
8,14,1,595.877985
8,14,2,361.147026
8,14,3,636.111861
8,15,1,445.424649
8,15,2,246.086730
8,15,3,499.329702
8,16,1,464.852058
8,16,2,283.201218
8,16,3,396.050460
8,17,1,360.873057
8,17,2,321.097860
8,17,3,485.249793
8,18,1,300.370359
8,18,2,503.656458
8,18,3,469.688364
8,19,1,453.428697
8,19,2,376.133196
8,19,3,537.826773
8,20,1,355.245429
8,20,2,424.208151
8,20,3,545.384823
8,21,1,421.154340
8,21,2,505.900266
8,21,3,484.506684
8,22,1,545.250684
8,22,2,417.613053
8,22,3,558.808629
8,23,1,429.653460
8,23,2,428.540778
8,23,3,897.700800
8,24,1,596.806692
8,24,2,483.885879
8,24,3,416.639997
9,1,1,536.158644
9,1,2,560.184579
9,1,3,630.767106
9,2,1,520.610598
9,2,2,565.231026
9,2,3,697.969725
9,3,1,584.817639
9,3,2,543.098814
9,3,3,568.541670
9,4,1,365.492739
9,4,2,505.820136
9,4,3,537.817014
9,5,1,604.846518
9,5,2,514.692813
9,5,3,656.408202
9,6,1,661.863768
9,6,2,357.477009
9,6,3,562.844256
9,7,1,464.031186
9,7,2,551.207970
9,7,3,426.435207
9,8,1,505.548780
9,8,2,462.395361
9,8,3,728.910363
9,9,1,422.028216
9,9,2,536.157804
9,9,3,554.398056
9,10,1,395.429955
9,10,2,348.184521
9,10,3,465.408891
9,11,1,313.573632
9,11,2,304.368729
9,11,3,291.840366
9,12,1,287.884437
9,12,2,446.094624
9,12,3,520.575570
9,13,1,517.395090
9,13,2,554.367747
9,13,3,366.632982
9,14,1,678.301992
9,14,2,402.401904
9,14,3,638.936466
9,15,1,341.772687
9,15,2,491.953041
9,15,3,416.148750
9,16,1,417.111435
9,16,2,316.700586
9,16,3,569.763105
9,17,1,514.178742
9,17,2,523.647129
9,17,3,399.808323
9,18,1,477.539847
9,18,2,471.584553
9,18,3,484.705857
9,19,1,763.928553
9,19,2,354.491061
9,19,3,645.353190
9,20,1,411.093615
9,20,2,461.624655
9,20,3,622.493754
9,21,1,622.741479
9,21,2,482.596266
9,21,3,662.438376
9,22,1,431.897616
9,22,2,371.379027
9,22,3,652.646619
9,23,1,582.530586
9,23,2,534.460413
9,23,3,697.632144
9,24,1,541.024953
9,24,2,426.553716
9,24,3,754.525314
10,1,1,614.038944
10,1,2,423.999051
10,1,3,358.806027
10,2,1,410.562630
10,2,2,526.755876
10,2,3,414.930096
10,3,1,561.745701
10,3,2,353.955063
10,3,3,625.114920
10,4,1,352.184175
10,4,2,574.540059
10,4,3,596.411304
10,5,1,481.083513
10,5,2,420.866988
10,5,3,518.793390
10,6,1,395.144430
10,6,2,533.971614
10,6,3,579.778875
10,7,1,599.412927
10,7,2,461.985756
10,7,3,477.451527
10,8,1,491.459889
10,8,2,274.986957
10,8,3,560.375001
10,9,1,840.390780
10,9,2,284.896683
10,9,3,478.658727
10,10,1,492.299697
10,10,2,229.495092
10,10,3,527.733363
10,11,1,728.361600
10,11,2,414.067383
10,11,3,408.120282
10,12,1,397.781253
10,12,2,224.736525
10,12,3,550.103574
10,13,1,403.236267
10,13,2,250.154001
10,13,3,589.189350
10,14,1,514.554792
10,14,2,365.891295
10,14,3,438.693255
10,15,1,425.529255
10,15,2,427.844655
10,15,3,687.770139
10,16,1,421.447872
10,16,2,367.689387
10,16,3,637.016775
10,17,1,345.223164
10,17,2,447.648132
10,17,3,376.931685
10,18,1,330.112365
10,18,2,514.686147
10,18,3,354.313128
10,19,1,374.567607
10,19,2,387.588945
10,19,3,380.053725
10,20,1,403.034331
10,20,2,371.150898
10,20,3,572.829888
10,21,1,250.019559
10,21,2,480.588834
10,21,3,637.199142
10,22,1,548.572269
10,22,2,529.455534
10,22,3,536.062767
10,23,1,483.784302
10,23,2,420.585756
10,23,3,450.295842
10,24,1,348.419172
10,24,2,618.550071
10,24,3,566.299614
