scenario_a,t,region,DEV_ch_sl_kW
5,14,1,260.730744
5,14,2,356.757106
5,14,3,249.662350
5,15,1,484.518978
5,15,2,220.122740
5,15,3,456.896436
5,16,1,255.991264
5,16,2,184.556140
5,16,3,337.152460
5,17,1,260.312692
5,17,2,320.509288
5,17,3,377.554986
5,18,1,246.470560
5,18,2,254.728492
5,18,3,390.598878
5,19,1,357.834992
5,19,2,281.980172
5,19,3,342.358888
5,20,1,314.242802
5,20,2,410.314016
5,20,3,445.801796
5,21,1,383.767332
5,21,2,260.908734
5,21,3,397.566206
5,22,1,394.704034
5,22,2,278.373902
5,22,3,373.313286
5,23,1,390.613222
5,23,2,415.303026
5,23,3,365.582750
5,24,1,320.614518
5,24,2,405.406718
5,24,3,467.974362
6,1,1,314.905534
6,1,2,349.287346
6,1,3,417.003130
6,2,1,272.293756
6,2,2,290.218340
6,2,3,355.083018
6,3,1,303.933950
6,3,2,235.387960
6,3,3,395.933088
6,4,1,266.241220
6,4,2,437.180186
6,4,3,305.902456
6,5,1,279.114762
6,5,2,251.013432
6,5,3,510.202814
6,6,1,232.028394
6,6,2,203.027690
6,6,3,430.449666
6,7,1,266.598666
6,7,2,246.940106
6,7,3,300.123508
6,8,1,408.875826
6,8,2,341.381490
6,8,3,324.621464
6,9,1,281.858190
6,9,2,181.140812
6,9,3,355.880812
6,10,1,350.534890
6,10,2,154.795148
6,10,3,299.599058
6,11,1,271.331404
6,11,2,173.083982
6,11,3,201.498662
6,12,1,240.765524
6,12,2,206.055578
6,12,3,198.228776
6,13,1,285.879208
6,13,2,157.087970
6,13,3,353.544610
6,14,1,318.352298
6,14,2,288.106268
6,14,3,342.714474
6,15,1,268.389000
6,15,2,180.989506
6,15,3,455.274202
6,16,1,420.427968
6,16,2,238.273556
6,16,3,426.642508
6,17,1,267.061932
6,17,2,176.643664
6,17,3,259.850834
6,18,1,215.606714
6,18,2,286.324224
6,18,3,496.622736
6,19,1,243.000268
6,19,2,214.027696
6,19,3,360.629430
6,20,1,158.244272
6,20,2,271.167150
6,20,3,357.553494
6,21,1,274.350102
6,21,2,287.667124
6,21,3,386.592006
6,22,1,170.577812
6,22,2,273.880528
6,22,3,470.068730
6,23,1,350.478296
6,23,2,283.889074
6,23,3,360.082702
6,24,1,209.502986
6,24,2,381.328828
6,24,3,391.982582
7,1,1,339.671266
7,1,2,265.222218
7,1,3,360.172602
7,2,1,287.937250
7,2,2,315.767684
7,2,3,370.170480
7,3,1,393.918552
7,3,2,308.261532
7,3,3,403.800454
7,4,1,334.019042
7,4,2,373.335642
7,4,3,442.059650
7,5,1,496.031880
7,5,2,320.525408
7,5,3,349.294296
7,6,1,254.893100
7,6,2,318.689618
7,6,3,348.257058
7,7,1,363.242090
7,7,2,337.803016
7,7,3,441.268726
7,8,1,370.283768
7,8,2,281.720768
7,8,3,372.219918
7,9,1,345.774234
7,9,2,321.375398
7,9,3,355.045586
7,10,1,282.353878
7,10,2,225.060552
7,10,3,294.676702
7,11,1,254.201758
7,11,2,280.679232
7,11,3,281.253238
7,12,1,289.986624
7,12,2,272.894896
7,12,3,310.953344
7,13,1,268.445144
7,13,2,247.030102
7,13,3,340.673104
7,14,1,412.044402
7,14,2,284.073164
7,14,3,409.924350
7,15,1,361.643318
7,15,2,237.276220
7,15,3,466.869268
7,16,1,313.053322
7,16,2,266.492992
7,16,3,498.651638
7,17,1,231.865290
7,17,2,330.139600
7,17,3,335.755816
7,18,1,297.009838
7,18,2,179.994780
7,18,3,260.824320
7,19,1,366.481524
7,19,2,374.739060
7,19,3,326.675480
7,20,1,310.428268
7,20,2,294.988694
7,20,3,480.208968
7,21,1,280.445022
7,21,2,209.385454
7,21,3,578.603354
7,22,1,203.820000
7,22,2,282.714370
7,22,3,399.959822
7,23,1,355.123276
7,23,2,356.097274
7,23,3,549.171324
7,24,1,295.689382
7,24,2,364.528362
7,24,3,473.123994
8,1,1,213.189716
8,1,2,275.573344
8,1,3,365.586766
8,2,1,331.196136
8,2,2,244.578414
8,2,3,296.313540
8,3,1,370.678936
8,3,2,245.388194
8,3,3,398.774450
8,4,1,253.007540
8,4,2,252.634492
8,4,3,531.950758
8,5,1,235.439852
8,5,2,410.398906
8,5,3,395.047340
8,6,1,236.505814
8,6,2,281.567982
8,6,3,344.228670
8,7,1,477.304666
8,7,2,300.240932
8,7,3,410.640568
8,8,1,370.016362
8,8,2,218.493574
8,8,3,368.668576
8,9,1,351.853494
8,9,2,197.476578
8,9,3,422.343262
8,10,1,254.469676
8,10,2,139.387648
8,10,3,387.429838
8,11,1,326.231742
8,11,2,159.319518
8,11,3,322.140144
8,12,1,345.577406
8,12,2,136.093686
8,12,3,256.305620
8,13,1,265.049326
8,13,2,255.457306
8,13,3,363.443852
8,14,1,397.251990
8,14,2,240.764684
8,14,3,424.074574
8,15,1,296.949766
8,15,2,164.057820
8,15,3,332.886468
8,16,1,309.901372
8,16,2,188.800812
8,16,3,264.033640
8,17,1,240.582038
8,17,2,214.065240
8,17,3,323.499862
8,18,1,200.246906
8,18,2,335.770972
8,18,3,313.125576
8,19,1,302.285798
8,19,2,250.755464
8,19,3,358.551182
8,20,1,236.830286
8,20,2,282.805434
8,20,3,363.589882
8,21,1,280.769560
8,21,2,337.266844
8,21,3,323.004456
8,22,1,363.500456
8,22,2,278.408702
8,22,3,372.539086
8,23,1,286.435640
8,23,2,285.693852
8,23,3,598.467200
8,24,1,397.871128
8,24,2,322.590586
8,24,3,277.759998
9,1,1,357.439096
9,1,2,373.456386
9,1,3,420.511404
9,2,1,347.073732
9,2,2,376.820684
9,2,3,465.313150
9,3,1,389.878426
9,3,2,362.065876
9,3,3,379.027780
9,4,1,243.661826
9,4,2,337.213424
9,4,3,358.544676
9,5,1,403.231012
9,5,2,343.128542
9,5,3,437.605468
9,6,1,441.242512
9,6,2,238.318006
9,6,3,375.229504
9,7,1,309.354124
9,7,2,367.471980
9,7,3,284.290138
9,8,1,337.032520
9,8,2,308.263574
9,8,3,485.940242
9,9,1,281.352144
9,9,2,357.438536
9,9,3,369.598704
9,10,1,263.619970
9,10,2,232.123014
9,10,3,310.272594
9,11,1,209.049088
9,11,2,202.912486
9,11,3,194.560244
9,12,1,191.922958
9,12,2,297.396416
9,12,3,347.050380
9,13,1,344.930060
9,13,2,369.578498
9,13,3,244.421988
9,14,1,452.201328
9,14,2,268.267936
9,14,3,425.957644
9,15,1,227.848458
9,15,2,327.968694
9,15,3,277.432500
9,16,1,278.074290
9,16,2,211.133724
9,16,3,379.842070
9,17,1,342.785828
9,17,2,349.098086
9,17,3,266.538882
9,18,1,318.359898
9,18,2,314.389702
9,18,3,323.137238
9,19,1,509.285702
9,19,2,236.327374
9,19,3,430.235460
9,20,1,274.062410
9,20,2,307.749770
9,20,3,414.995836
9,21,1,415.160986
9,21,2,321.730844
9,21,3,441.625584
9,22,1,287.931744
9,22,2,247.586018
9,22,3,435.097746
9,23,1,388.353724
9,23,2,356.306942
9,23,3,465.088096
9,24,1,360.683302
9,24,2,284.369144
9,24,3,503.016876
10,1,1,409.359296
10,1,2,282.666034
10,1,3,239.204018
10,2,1,273.708420
10,2,2,351.170584
10,2,3,276.620064
10,3,1,374.497134
10,3,2,235.970042
10,3,3,416.743280
10,4,1,234.789450
10,4,2,383.026706
10,4,3,397.607536
10,5,1,320.722342
10,5,2,280.577992
10,5,3,345.862260
10,6,1,263.429620
10,6,2,355.981076
10,6,3,386.519250
10,7,1,399.608618
10,7,2,307.990504
10,7,3,318.301018
10,8,1,327.639926
10,8,2,183.324638
10,8,3,373.583334
10,9,1,560.260520
10,9,2,189.931122
10,9,3,319.105818
10,10,1,328.199798
10,10,2,152.996728
10,10,3,351.822242
10,11,1,485.574400
10,11,2,276.044922
10,11,3,272.080188
10,12,1,265.187502
10,12,2,149.824350
10,12,3,366.735716
10,13,1,268.824178
10,13,2,166.769334
10,13,3,392.792900
10,14,1,343.036528
10,14,2,243.927530
10,14,3,292.462170
10,15,1,283.686170
10,15,2,285.229770
10,15,3,458.513426
10,16,1,280.965248
10,16,2,245.126258
10,16,3,424.677850
10,17,1,230.148776
10,17,2,298.432088
10,17,3,251.287790
10,18,1,220.074910
10,18,2,343.124098
10,18,3,236.208752
10,19,1,249.711738
10,19,2,258.392630
10,19,3,253.369150
10,20,1,268.689554
10,20,2,247.433932
10,20,3,381.886592
10,21,1,166.679706
10,21,2,320.392556
10,21,3,424.799428
10,22,1,365.714846
10,22,2,352.970356
10,22,3,357.375178
10,23,1,322.522868
10,23,2,280.390504
10,23,3,300.197228
10,24,1,232.279448
10,24,2,412.366714
10,24,3,377.533076
