scenario_a,t,region,DEV_ch_fa_kW
9,4,3,0.000000
9,5,1,0.000000
9,5,2,0.000000
9,5,3,0.000000
9,6,1,0.000000
9,6,2,0.000000
9,6,3,184.143980
9,7,1,165.354194
9,7,2,0.000000
9,7,3,140.507030
9,8,1,98.077780
9,8,2,202.543632
9,8,3,447.985784
9,9,1,88.892024
9,9,2,304.696102
9,9,3,205.058064
9,10,1,152.116572
9,10,2,495.523526
9,10,3,274.938834
9,11,1,39.733730
9,11,2,174.504844
9,11,3,107.811544
9,12,1,132.328922
9,12,2,316.675724
9,12,3,68.219164
9,13,1,0.000000
9,13,2,556.938432
9,13,3,219.175052
9,14,1,335.291336
9,14,2,144.416680
9,14,3,648.640374
9,15,1,0.000000
9,15,2,175.393948
9,15,3,231.477492
9,16,1,24.474480
9,16,2,420.581836
9,16,3,639.153182
9,17,1,210.427702
9,17,2,504.519976
9,17,3,402.831152
9,18,1,292.155498
9,18,2,384.687734
9,18,3,582.221532
9,19,1,130.438916
9,19,2,85.551468
9,19,3,0.000000
9,20,1,79.445760
9,20,2,61.589106
9,20,3,0.000000
9,21,1,0.000000
9,21,2,0.000000
9,21,3,109.882258
9,22,1,0.000000
9,22,2,81.308502
9,22,3,0.000000
9,23,1,0.000000
9,23,2,0.000000
9,23,3,0.000000
9,24,1,0.000000
9,24,2,0.000000
9,24,3,0.000000
10,1,1,0.000000
10,1,2,0.000000
10,1,3,0.000000
10,2,1,0.000000
10,2,2,0.000000
10,2,3,0.000000
10,3,1,0.000000
10,3,2,0.000000
10,3,3,0.000000
10,4,1,0.000000
10,4,2,0.000000
10,4,3,0.000000
10,5,1,0.000000
10,5,2,0.000000
10,5,3,0.000000
10,6,1,0.000000
10,6,2,0.000000
10,6,3,22.734236
10,7,1,36.872058
10,7,2,179.968380
10,7,3,138.849160
10,8,1,282.829492
10,8,2,73.926590
10,8,3,305.852994
10,9,1,34.368678
10,9,2,90.577100
10,9,3,193.638046
10,10,1,359.261552
10,10,2,200.382132
10,10,3,440.066596
10,11,1,160.000000
10,11,2,0.000000
10,11,3,0.000000
10,12,1,0.000000
10,12,2,0.000000
10,12,3,125.001948
10,13,1,553.462562
10,13,2,243.589270
10,13,3,166.544290
10,14,1,289.126102
10,14,2,213.063432
10,14,3,124.765980
10,15,1,96.120532
10,15,2,454.478672
10,15,3,185.161792
10,16,1,87.010928
10,16,2,598.436978
10,16,3,733.629738
10,17,1,272.928344
10,17,2,777.785796
10,17,3,135.793628
10,18,1,404.371434
10,18,2,330.455766
10,18,3,203.890056
10,19,1,31.818608
10,19,2,72.941828
10,19,3,0.000000
10,20,1,104.464730
10,20,2,83.613448
10,20,3,327.944152
10,21,1,0.000000
10,21,2,103.840824
10,21,3,0.000000
10,22,1,88.247660
10,22,2,0.000000
10,22,3,0.000000
10,23,1,0.000000
10,23,2,0.000000
10,23,3,0.000000
10,24,1,0.000000
10,24,2,0.000000
10,24,3,0.000000
