scenario_a,t,region,DEV_ch_fa_kW
9,4,3,0.000000
9,5,1,0.000000
9,5,2,0.000000
9,5,3,0.000000
9,6,1,0.000000
9,6,2,0.000000
9,6,3,92.071990
9,7,1,82.677097
9,7,2,0.000000
9,7,3,70.253515
9,8,1,49.038890
9,8,2,101.271816
9,8,3,223.992892
9,9,1,44.446012
9,9,2,152.348051
9,9,3,102.529032
9,10,1,76.058286
9,10,2,247.761763
9,10,3,137.469417
9,11,1,19.866865
9,11,2,87.252422
9,11,3,53.905772
9,12,1,66.164461
9,12,2,158.337862
9,12,3,34.109582
9,13,1,0.000000
9,13,2,278.469216
9,13,3,109.587526
9,14,1,167.645668
9,14,2,72.208340
9,14,3,324.320187
9,15,1,0.000000
9,15,2,87.696974
9,15,3,115.738746
9,16,1,12.237240
9,16,2,210.290918
9,16,3,319.576591
9,17,1,105.213851
9,17,2,252.259988
9,17,3,201.415576
9,18,1,146.077749
9,18,2,192.343867
9,18,3,291.110766
9,19,1,65.219458
9,19,2,42.775734
9,19,3,0.000000
9,20,1,39.722880
9,20,2,30.794553
9,20,3,0.000000
9,21,1,0.000000
9,21,2,0.000000
9,21,3,54.941129
9,22,1,0.000000
9,22,2,40.654251
9,22,3,0.000000
9,23,1,0.000000
9,23,2,0.000000
9,23,3,0.000000
9,24,1,0.000000
9,24,2,0.000000
9,24,3,0.000000
10,1,1,0.000000
10,1,2,0.000000
10,1,3,0.000000
10,2,1,0.000000
10,2,2,0.000000
10,2,3,0.000000
10,3,1,0.000000
10,3,2,0.000000
10,3,3,0.000000
10,4,1,0.000000
10,4,2,0.000000
10,4,3,0.000000
10,5,1,0.000000
10,5,2,0.000000
10,5,3,0.000000
10,6,1,0.000000
10,6,2,0.000000
10,6,3,11.367118
10,7,1,18.436029
10,7,2,89.984190
10,7,3,69.424580
10,8,1,141.414746
10,8,2,36.963295
10,8,3,152.926497
10,9,1,17.184339
10,9,2,45.288550
10,9,3,96.819023
10,10,1,179.630776
10,10,2,100.191066
10,10,3,220.033298
10,11,1,80.000000
10,11,2,0.000000
10,11,3,0.000000
10,12,1,0.000000
10,12,2,0.000000
10,12,3,62.500974
10,13,1,276.731281
10,13,2,121.794635
10,13,3,83.272145
10,14,1,144.563051
10,14,2,106.531716
10,14,3,62.382990
10,15,1,48.060266
10,15,2,227.239336
10,15,3,92.580896
10,16,1,43.505464
10,16,2,299.218489
10,16,3,366.814869
10,17,1,136.464172
10,17,2,388.892898
10,17,3,67.896814
10,18,1,202.185717
10,18,2,165.227883
10,18,3,101.945028
10,19,1,15.909304
10,19,2,36.470914
10,19,3,0.000000
10,20,1,52.232365
10,20,2,41.806724
10,20,3,163.972076
10,21,1,0.000000
10,21,2,51.920412
10,21,3,0.000000
10,22,1,44.123830
10,22,2,0.000000
10,22,3,0.000000
10,23,1,0.000000
10,23,2,0.000000
10,23,3,0.000000
10,24,1,0.000000
10,24,2,0.000000
10,24,3,0.000000
