scenario_a,t,region,DEV_ch_fa_kW
9,4,3,0.000000
9,5,1,0.000000
9,5,2,0.000000
9,5,3,0.000000
9,6,1,0.000000
9,6,2,0.000000
9,6,3,138.107985
9,7,1,124.015646
9,7,2,0.000000
9,7,3,105.380272
9,8,1,73.558335
9,8,2,151.907724
9,8,3,335.989338
9,9,1,66.669018
9,9,2,228.522076
9,9,3,153.793548
9,10,1,114.087429
9,10,2,371.642645
9,10,3,206.204125
9,11,1,29.800297
9,11,2,130.878633
9,11,3,80.858658
9,12,1,99.246691
9,12,2,237.506793
9,12,3,51.164373
9,13,1,0.000000
9,13,2,417.703824
9,13,3,164.381289
9,14,1,251.468502
9,14,2,108.312510
9,14,3,486.480280
9,15,1,0.000000
9,15,2,131.545461
9,15,3,173.608119
9,16,1,18.355860
9,16,2,315.436377
9,16,3,479.364887
9,17,1,157.820777
9,17,2,378.389982
9,17,3,302.123364
9,18,1,219.116624
9,18,2,288.515800
9,18,3,436.666149
9,19,1,97.829187
9,19,2,64.163601
9,19,3,0.000000
9,20,1,59.584320
9,20,2,46.191829
9,20,3,0.000000
9,21,1,0.000000
9,21,2,0.000000
9,21,3,82.411693
9,22,1,0.000000
9,22,2,60.981377
9,22,3,0.000000
9,23,1,0.000000
9,23,2,0.000000
9,23,3,0.000000
9,24,1,0.000000
9,24,2,0.000000
9,24,3,0.000000
10,1,1,0.000000
10,1,2,0.000000
10,1,3,0.000000
10,2,1,0.000000
10,2,2,0.000000
10,2,3,0.000000
10,3,1,0.000000
10,3,2,0.000000
10,3,3,0.000000
10,4,1,0.000000
10,4,2,0.000000
10,4,3,0.000000
10,5,1,0.000000
10,5,2,0.000000
10,5,3,0.000000
10,6,1,0.000000
10,6,2,0.000000
10,6,3,17.050677
10,7,1,27.654044
10,7,2,134.976285
10,7,3,104.136870
10,8,1,212.122119
10,8,2,55.444943
10,8,3,229.389746
10,9,1,25.776509
10,9,2,67.932825
10,9,3,145.228534
10,10,1,269.446164
10,10,2,150.286599
10,10,3,330.049947
10,11,1,120.000000
10,11,2,0.000000
10,11,3,0.000000
10,12,1,0.000000
10,12,2,0.000000
10,12,3,93.751461
10,13,1,415.096922
10,13,2,182.691953
10,13,3,124.908217
10,14,1,216.844577
10,14,2,159.797574
10,14,3,93.574485
10,15,1,72.090399
10,15,2,340.859004
10,15,3,138.871344
10,16,1,65.258196
10,16,2,448.827733
10,16,3,550.222303
10,17,1,204.696258
10,17,2,583.339347
10,17,3,101.845221
10,18,1,303.278575
10,18,2,247.841824
10,18,3,152.917542
10,19,1,23.863956
10,19,2,54.706371
10,19,3,0.000000
10,20,1,78.348547
10,20,2,62.710086
10,20,3,245.958114
10,21,1,0.000000
10,21,2,77.880618
10,21,3,0.000000
10,22,1,66.185745
10,22,2,0.000000
10,22,3,0.000000
10,23,1,0.000000
10,23,2,0.000000
10,23,3,0.000000
10,24,1,0.000000
10,24,2,0.000000
10,24,3,0.000000
