scenario_a,t,region,DEV_ch_sl_kW
2,7,3,318.881194
2,8,1,393.650361
2,8,2,184.800269
2,8,3,203.027136
2,9,1,300.015192
2,9,2,152.205393
2,9,3,265.837566
2,10,1,356.422931
2,10,2,165.088500
2,10,3,287.902525
2,11,1,214.555013
2,11,2,174.782297
2,11,3,171.824927
2,12,1,253.254009
2,12,2,120.578310
2,12,3,308.674465
2,13,1,226.213524
2,13,2,163.491056
2,13,3,315.769704
2,14,1,187.919252
2,14,2,178.023867
2,14,3,316.651323
2,15,1,240.434753
2,15,2,138.374506
2,15,3,224.488254
2,16,1,206.596347
2,16,2,160.358130
2,16,3,193.863843
2,17,1,140.962595
2,17,2,208.893547
2,17,3,261.356673
2,18,1,158.376581
2,18,2,192.840616
2,18,3,181.767627
2,19,1,261.952092
2,19,2,193.527101
2,19,3,335.559981
2,20,1,237.213567
2,20,2,211.554643
2,20,3,284.550396
2,21,1,236.911128
2,21,2,280.415952
2,21,3,298.063561
2,22,1,238.469828
2,22,2,253.299442
2,22,3,303.776803
2,23,1,279.864448
2,23,2,216.120801
2,23,3,355.433534
2,24,1,194.290935
2,24,2,295.708777
2,24,3,320.427540
3,1,1,272.598840
3,1,2,232.793838
3,1,3,245.564214
3,2,1,295.052334
3,2,2,277.738365
3,2,3,250.080087
3,3,1,251.536545
3,3,2,340.301749
3,3,3,395.665545
3,4,1,264.627167
3,4,2,220.747160
3,4,3,268.019427
3,5,1,238.885435
3,5,2,234.620802
3,5,3,395.466043
3,6,1,257.569722
3,6,2,230.750661
3,6,3,306.711402
3,7,1,297.602929
3,7,2,163.778783
3,7,3,346.071412
3,8,1,284.724559
3,8,2,239.142291
3,8,3,415.415814
3,9,1,142.429500
3,9,2,176.791917
3,9,3,250.055835
3,10,1,204.409248
3,10,2,215.801716
3,10,3,288.081463
3,11,1,165.179807
3,11,2,165.150726
3,11,3,160.710424
3,12,1,239.407323
3,12,2,126.397331
3,12,3,241.192694
3,13,1,227.425488
3,13,2,212.779215
3,13,3,307.522449
3,14,1,291.751707
3,14,2,214.276455
3,14,3,304.855801
3,15,1,278.580834
3,15,2,206.652565
3,15,3,390.969482
3,16,1,280.269501
3,16,2,145.807191
3,16,3,277.947960
3,17,1,204.767994
3,17,2,224.026888
3,17,3,244.618519
3,18,1,347.173136
3,18,2,237.153486
3,18,3,213.589191
3,19,1,285.253066
3,19,2,180.522306
3,19,3,187.289884
3,20,1,266.219289
3,20,2,234.330715
3,20,3,327.377357
3,21,1,241.146657
3,21,2,185.100479
3,21,3,331.303599
3,22,1,216.923177
3,22,2,261.830579
3,22,3,303.250888
3,23,1,359.683854
3,23,2,289.079958
3,23,3,410.975629
3,24,1,272.659119
3,24,2,222.863354
3,24,3,313.651667
4,1,1,195.411404
4,1,2,280.351778
4,1,3,294.974452
4,2,1,196.557305
4,2,2,231.930170
4,2,3,292.859687
4,3,1,185.069629
4,3,2,198.250197
4,3,3,286.494453
4,4,1,247.398839
4,4,2,184.514463
4,4,3,287.520027
4,5,1,235.486451
4,5,2,178.468530
4,5,3,332.741709
4,6,1,158.195550
4,6,2,200.019149
4,6,3,307.615746
4,7,1,217.756089
4,7,2,178.027812
4,7,3,208.095978
4,8,1,229.929185
4,8,2,135.708413
4,8,3,279.040817
4,9,1,228.056044
4,9,2,116.589539
4,9,3,311.465144
4,10,1,236.165763
4,10,2,118.979367
4,10,3,330.753199
4,11,1,241.134449
4,11,2,137.590669
4,11,3,214.522230
4,12,1,254.736757
4,12,2,131.171030
4,12,3,290.429505
4,13,1,279.749932
4,13,2,151.721439
4,13,3,209.143591
4,14,1,228.278120
4,14,2,154.851165
4,14,3,281.192543
4,15,1,228.186120
4,15,2,190.140313
4,15,3,229.428439
4,16,1,180.591036
4,16,2,181.124958
4,16,3,173.931792
4,17,1,181.204782
4,17,2,211.361748
4,17,3,251.819180
4,18,1,168.369662
4,18,2,173.671983
4,18,3,272.944440
4,19,1,229.527522
4,19,2,162.970695
4,19,3,280.950074
4,20,1,265.228946
4,20,2,259.349707
4,20,3,157.205700
4,21,1,207.191547
4,21,2,225.948299
4,21,3,257.462586
4,22,1,273.426819
4,22,2,190.009298
4,22,3,275.616091
4,23,1,194.332973
4,23,2,259.119471
4,23,3,317.078322
4,24,1,174.104834
4,24,2,219.343623
4,24,3,309.998728
5,1,1,347.488928
5,1,2,291.782151
5,1,3,366.182305
5,2,1,230.749641
5,2,2,256.895245
5,2,3,227.513725
5,3,1,378.798171
5,3,2,244.042654
5,3,3,318.344850
5,4,1,265.015590
5,4,2,285.079950
5,4,3,358.253529
5,5,1,191.176646
5,5,2,229.446172
5,5,3,318.485831
5,6,1,260.342176
5,6,2,227.906073
5,6,3,241.210042
5,7,1,228.446829
5,7,2,172.084456
5,7,3,369.473336
5,8,1,186.274194
5,8,2,235.283538
5,8,3,364.767378
5,9,1,237.068256
5,9,2,177.753522
5,9,3,326.584167
5,10,1,231.007850
5,10,2,193.345401
5,10,3,307.609463
5,11,1,161.840157
5,11,2,182.688729
5,11,3,233.260453
5,12,1,136.320439
5,12,2,190.360286
5,12,3,201.694518
5,13,1,214.133234
5,13,2,211.640388
5,13,3,196.872474
5,14,1,195.548058
5,14,2,267.567830
5,14,3,187.246762
5,15,1,363.389233
5,15,2,165.092055
5,15,3,342.672327
5,16,1,191.993448
5,16,2,138.417105
5,16,3,252.864345
5,17,1,195.234519
5,17,2,240.381966
5,17,3,283.166239
5,18,1,184.852920
5,18,2,191.046369
5,18,3,292.949159
5,19,1,268.376244
5,19,2,211.485129
5,19,3,256.769166
5,20,1,235.682101
5,20,2,307.735512
5,20,3,334.351347
5,21,1,287.825499
5,21,2,195.681550
5,21,3,298.174655
5,22,1,296.028026
5,22,2,208.780426
5,22,3,279.984964
5,23,1,292.959917
5,23,2,311.477269
5,23,3,274.187062
5,24,1,240.460888
5,24,2,304.055039
5,24,3,350.980772
6,1,1,236.179150
6,1,2,261.965509
6,1,3,312.752347
6,2,1,204.220317
6,2,2,217.663755
6,2,3,266.312263
6,3,1,227.950462
6,3,2,176.540970
6,3,3,296.949816
6,4,1,199.680915
6,4,2,327.885139
6,4,3,229.426842
6,5,1,209.336072
6,5,2,188.260074
6,5,3,382.652110
6,6,1,174.021296
6,6,2,152.270768
6,6,3,322.837249
6,7,1,199.948999
6,7,2,185.205079
6,7,3,225.092631
6,8,1,306.656870
6,8,2,256.036117
6,8,3,243.466098
6,9,1,211.393642
6,9,2,135.855609
6,9,3,266.910609
6,10,1,262.901168
6,10,2,116.096361
6,10,3,224.699294
6,11,1,203.498553
6,11,2,129.812986
6,11,3,151.123997
6,12,1,180.574143
6,12,2,154.541684
6,12,3,148.671582
6,13,1,214.409406
6,13,2,117.815978
6,13,3,265.158457
6,14,1,238.764224
6,14,2,216.079701
6,14,3,257.035856
6,15,1,201.291750
6,15,2,135.742130
6,15,3,341.455651
6,16,1,315.320976
6,16,2,178.705167
6,16,3,319.981881
6,17,1,200.296449
6,17,2,132.482748
6,17,3,194.888126
6,18,1,161.705036
6,18,2,214.743168
6,18,3,372.467052
6,19,1,182.250201
6,19,2,160.520772
6,19,3,270.472073
6,20,1,118.683204
6,20,2,203.375362
6,20,3,268.165121
6,21,1,205.762576
6,21,2,215.750343
6,21,3,289.944005
6,22,1,127.933359
6,22,2,205.410396
6,22,3,352.551548
6,23,1,262.858722
6,23,2,212.916806
6,23,3,270.062027
6,24,1,157.127240
6,24,2,285.996621
6,24,3,293.986936
7,1,1,254.753449
7,1,2,198.916663
7,1,3,270.129451
7,2,1,215.952938
7,2,2,236.825763
7,2,3,277.627860
7,3,1,295.438914
7,3,2,231.196149
7,3,3,302.850341
7,4,1,250.514282
7,4,2,280.001732
7,4,3,331.544737
7,5,1,372.023910
7,5,2,240.394056
7,5,3,261.970722
7,6,1,191.169825
7,6,2,239.017213
7,6,3,261.192793
7,7,1,272.431568
7,7,2,253.352262
7,7,3,330.951545
7,8,1,277.712826
7,8,2,211.290576
7,8,3,279.164939
7,9,1,259.330675
7,9,2,241.031549
7,9,3,266.284190
7,10,1,211.765409
7,10,2,168.795414
7,10,3,221.007526
7,11,1,190.651319
7,11,2,210.509424
7,11,3,210.939929
7,12,1,217.489968
7,12,2,204.671172
7,12,3,233.215008
7,13,1,201.333858
7,13,2,185.272577
7,13,3,255.504828
7,14,1,309.033301
7,14,2,213.054873
7,14,3,307.443263
7,15,1,271.232489
7,15,2,177.957165
7,15,3,350.151951
7,16,1,234.789991
7,16,2,199.869744
7,16,3,373.988728
7,17,1,173.898967
7,17,2,247.604700
7,17,3,251.816862
7,18,1,222.757379
7,18,2,134.996085
7,18,3,195.618240
7,19,1,274.861143
7,19,2,281.054295
7,19,3,245.006610
7,20,1,232.821201
7,20,2,221.241521
7,20,3,360.156726
7,21,1,210.333766
7,21,2,157.039091
7,21,3,433.952516
7,22,1,152.865000
7,22,2,212.035777
7,22,3,299.969866
7,23,1,266.342457
7,23,2,267.072956
7,23,3,411.878493
7,24,1,221.767037
7,24,2,273.396272
7,24,3,354.842995
8,1,1,159.892287
8,1,2,206.680008
8,1,3,274.190075
8,2,1,248.397102
8,2,2,183.433810
8,2,3,222.235155
8,3,1,278.009202
8,3,2,184.041145
8,3,3,299.080838
8,4,1,189.755655
8,4,2,189.475869
8,4,3,398.963068
8,5,1,176.579889
8,5,2,307.799180
8,5,3,296.285505
8,6,1,177.379360
8,6,2,211.175986
8,6,3,258.171503
8,7,1,357.978499
8,7,2,225.180699
8,7,3,307.980426
8,8,1,277.512271
8,8,2,163.870181
8,8,3,276.501432
8,9,1,263.890121
8,9,2,148.107433
8,9,3,316.757447
8,10,1,190.852257
8,10,2,104.540736
8,10,3,290.572379
8,11,1,244.673807
8,11,2,119.489638
8,11,3,241.605108
8,12,1,259.183055
8,12,2,102.070264
8,12,3,192.229215
8,13,1,198.786994
8,13,2,191.592979
8,13,3,272.582889
8,14,1,297.938992
8,14,2,180.573513
8,14,3,318.055930
8,15,1,222.712325
8,15,2,123.043365
8,15,3,249.664851
8,16,1,232.426029
8,16,2,141.600609
8,16,3,198.025230
8,17,1,180.436529
8,17,2,160.548930
8,17,3,242.624897
8,18,1,150.185180
8,18,2,251.828229
8,18,3,234.844182
8,19,1,226.714348
8,19,2,188.066598
8,19,3,268.913387
8,20,1,177.622715
8,20,2,212.104075
8,20,3,272.692411
8,21,1,210.577170
8,21,2,252.950133
8,21,3,242.253342
8,22,1,272.625342
8,22,2,208.806527
8,22,3,279.404314
8,23,1,214.826730
8,23,2,214.270389
8,23,3,448.850400
8,24,1,298.403346
8,24,2,241.942939
8,24,3,208.319998
9,1,1,268.079322
9,1,2,280.092289
9,1,3,315.383553
9,2,1,260.305299
9,2,2,282.615513
9,2,3,348.984863
9,3,1,292.408819
9,3,2,271.549407
9,3,3,284.270835
9,4,1,182.746369
9,4,2,252.910068
9,4,3,268.908507
9,5,1,302.423259
9,5,2,257.346407
9,5,3,328.204101
9,6,1,330.931884
9,6,2,178.738505
9,6,3,281.422128
9,7,1,232.015593
9,7,2,275.603985
9,7,3,213.217603
9,8,1,252.774390
9,8,2,231.197680
9,8,3,364.455181
9,9,1,211.014108
9,9,2,268.078902
9,9,3,277.199028
9,10,1,197.714978
9,10,2,174.092261
9,10,3,232.704446
9,11,1,156.786816
9,11,2,152.184365
9,11,3,145.920183
9,12,1,143.942218
9,12,2,223.047312
9,12,3,260.287785
9,13,1,258.697545
9,13,2,277.183874
9,13,3,183.316491
9,14,1,339.150996
9,14,2,201.200952
9,14,3,319.468233
9,15,1,170.886344
9,15,2,245.976521
9,15,3,208.074375
9,16,1,208.555718
9,16,2,158.350293
9,16,3,284.881552
9,17,1,257.089371
9,17,2,261.823565
9,17,3,199.904161
9,18,1,238.769924
9,18,2,235.792277
9,18,3,242.352929
9,19,1,381.964276
9,19,2,177.245531
9,19,3,322.676595
9,20,1,205.546807
9,20,2,230.812328
9,20,3,311.246877
9,21,1,311.370740
9,21,2,241.298133
9,21,3,331.219188
9,22,1,215.948808
9,22,2,185.689514
9,22,3,326.323309
9,23,1,291.265293
9,23,2,267.230207
9,23,3,348.816072
9,24,1,270.512477
9,24,2,213.276858
9,24,3,377.262657
10,1,1,307.019472
10,1,2,211.999526
10,1,3,179.403013
10,2,1,205.281315
10,2,2,263.377938
10,2,3,207.465048
10,3,1,280.872851
10,3,2,176.977531
10,3,3,312.557460
10,4,1,176.092087
10,4,2,287.270029
10,4,3,298.205652
10,5,1,240.541757
10,5,2,210.433494
10,5,3,259.396695
10,6,1,197.572215
10,6,2,266.985807
10,6,3,289.889437
10,7,1,299.706463
10,7,2,230.992878
10,7,3,238.725763
10,8,1,245.729944
10,8,2,137.493478
10,8,3,280.187500
10,9,1,420.195390
10,9,2,142.448341
10,9,3,239.329363
10,10,1,246.149848
10,10,2,114.747546
10,10,3,263.866682
10,11,1,364.180800
10,11,2,207.033691
10,11,3,204.060141
10,12,1,198.890626
10,12,2,112.368263
10,12,3,275.051787
10,13,1,201.618133
10,13,2,125.077000
10,13,3,294.594675
10,14,1,257.277396
10,14,2,182.945648
10,14,3,219.346628
10,15,1,212.764628
10,15,2,213.922327
10,15,3,343.885069
10,16,1,210.723936
10,16,2,183.844694
10,16,3,318.508387
10,17,1,172.611582
10,17,2,223.824066
10,17,3,188.465843
10,18,1,165.056182
10,18,2,257.343074
10,18,3,177.156564
10,19,1,187.283804
10,19,2,193.794472
10,19,3,190.026862
10,20,1,201.517165
10,20,2,185.575449
10,20,3,286.414944
10,21,1,125.009780
10,21,2,240.294417
10,21,3,318.599571
10,22,1,274.286135
10,22,2,264.727767
10,22,3,268.031384
10,23,1,241.892151
10,23,2,210.292878
10,23,3,225.147921
10,24,1,174.209586
10,24,2,309.275036
10,24,3,283.149807
