scenario_a,t,region,DEV_ch_sl_kW
4,9,1,550.49
4,10,1,595.742
4,11,1,647.701
4,12,1,704.927
4,13,1,765.14
4,14,1,825.306
4,15,1,881.85
4,16,1,930.984
4,17,1,969.123
4,18,1,993.31
4,19,1,1001.599
4,20,1,993.31
4,21,1,969.123
4,22,1,930.984
4,23,1,881.85
4,24,1,825.306
4,1,2,406.891
4,2,2,411.066
4,3,2,417.371
4,4,2,426.599
4,5,2,439.681
4,6,2,457.635
4,7,2,481.468
4,8,2,512.046
4,9,2,549.916
4,10,2,595.122
4,11,2,647.026
4,12,2,704.192
4,13,2,764.343
4,14,2,824.446
4,15,2,880.931
4,16,2,930.014
4,17,2,968.113
4,18,2,992.275
4,19,2,1000.555
4,20,2,992.275
4,21,2,968.113
4,22,2,930.014
4,23,2,880.931
4,24,2,824.446
4,1,3,206.197
4,2,3,208.312
4,3,3,211.507
4,4,3,216.184
4,5,3,222.813
4,6,3,231.912
4,7,3,243.99
4,8,3,259.485
4,9,3,278.676
4,10,3,301.585
4,11,3,327.888
4,12,3,356.857
4,13,3,387.339
4,14,3,417.798
4,15,3,446.422
4,16,3,471.295
4,17,3,490.602
4,18,3,502.846
4,19,3,507.043
4,20,3,502.846
4,21,3,490.602
4,22,3,471.295
4,23,3,446.422
4,24,3,417.798
5,1,1,353.38
5,2,1,357.005
5,3,1,362.481
5,4,1,370.495
5,5,1,381.857
5,6,1,397.45
5,7,1,418.149
5,8,1,444.705
5,9,1,477.595
5,10,1,516.855
5,11,1,561.934
5,12,1,611.581
5,13,1,663.821
5,14,1,716.021
5,15,1,765.077
5,16,1,807.705
5,17,1,840.793
5,18,1,861.777
5,19,1,868.969
5,20,1,861.777
5,21,1,840.793
5,22,1,807.705
5,23,1,765.077
5,24,1,716.021
5,1,2,372.413
5,2,2,376.234
5,3,2,382.005
5,4,2,390.451
5,5,2,402.425
5,6,2,418.857
5,7,2,440.671
5,8,2,468.658
5,9,2,503.32
5,10,2,544.694
5,11,2,592.201
5,12,2,644.523
5,13,2,699.576
5,14,2,754.587
5,15,2,806.286
5,16,2,851.21
5,17,2,886.08
5,18,2,908.195
5,19,2,915.774
5,20,2,908.195
5,21,2,886.08
5,22,2,851.21
5,23,2,806.286
5,24,2,754.587
5,1,3,229.539
5,2,3,231.894
5,3,3,235.45
5,4,3,240.656
5,5,3,248.036
5,6,3,258.164
5,7,3,271.61
5,8,3,288.859
5,9,3,310.223
5,10,3,335.725
5,11,3,365.005
5,12,3,397.254
5,13,3,431.187
5,14,3,465.093
5,15,3,496.958
5,16,3,524.647
5,17,3,546.139
5,18,3,559.77
5,19,3,564.441
5,20,3,559.77
5,21,3,546.139
5,22,3,524.647
5,23,3,496.958
5,24,3,465.093
6,1,1,164.088
6,2,1,165.772
6,3,1,168.314
6,4,1,172.036
6,5,1,177.311
6,6,1,184.552
6,7,1,194.163
6,8,1,206.494
6,9,1,221.766
6,10,1,239.996
6,11,1,260.928
6,12,1,283.981
6,13,1,308.238
6,14,1,332.477
6,15,1,355.256
6,16,1,375.049
6,17,1,390.413
6,18,1,400.157
6,19,1,403.497
6,20,1,400.157
6,21,1,390.413
6,22,1,375.049
6,23,1,355.256
6,24,1,332.477
6,1,2,211.871
6,2,2,214.045
6,3,2,217.328
6,4,2,222.133
6,5,2,228.945
6,6,2,238.294
6,7,2,250.704
6,8,2,266.626
6,9,2,286.346
6,10,2,309.884
6,11,2,336.912
6,12,2,366.678
6,13,2,397.999
6,14,2,429.295
6,15,2,458.708
6,16,2,484.265
6,17,2,504.104
6,18,2,516.685
6,19,2,520.997
6,20,2,516.685
6,21,2,504.104
6,22,2,484.265
6,23,2,458.708
6,24,2,429.295
6,1,3,193.416
6,2,3,195.401
6,3,3,198.398
6,4,3,202.785
6,5,3,209.003
6,6,3,217.537
6,7,3,228.867
6,8,3,243.402
6,9,3,261.404
6,10,3,282.892
6,11,3,307.565
6,12,3,334.739
6,13,3,363.332
6,14,3,391.902
6,15,3,418.752
6,16,3,442.084
6,17,3,460.194
6,18,3,471.68
6,19,3,475.616
6,20,3,471.68
6,21,3,460.194
6,22,3,442.084
6,23,3,418.752
6,24,3,391.902
7,1,1,147.718
7,2,1,149.234
7,3,1,151.523
7,4,1,154.873
7,5,1,159.623
7,6,1,166.14
7,7,1,174.793
7,8,1,185.894
7,9,1,199.643
7,10,1,216.054
7,11,1,234.898
7,12,1,255.651
7,13,1,277.488
7,14,1,299.308
7,15,1,319.815
7,16,1,337.634
7,17,1,351.465
7,18,1,360.237
7,19,1,363.243
7,20,1,360.237
7,21,1,351.465
7,22,1,337.634
7,23,1,319.815
7,24,1,299.308
7,1,2,286.178
7,2,2,289.114
7,3,2,293.549
7,4,2,300.039
7,5,2,309.24
7,6,2,321.867
7,7,2,338.63
7,8,2,360.137
7,9,2,386.772
7,10,2,418.566
7,11,2,455.072
7,12,2,495.278
7,13,2,537.583
7,14,2,579.856
7,15,2,619.584
7,16,2,654.105
7,17,2,680.901
7,18,2,697.895
7,19,2,703.718
7,20,2,697.895
7,21,2,680.901
7,22,2,654.105
7,23,2,619.584
7,24,2,579.856
7,1,3,180.226
7,2,3,182.075
7,3,3,184.867
7,4,3,188.955
7,5,3,194.749
7,6,3,202.701
7,7,3,213.258
7,8,3,226.802
7,9,3,243.576
7,10,3,263.599
7,11,3,286.589
7,12,3,311.91
7,13,3,338.553
7,14,3,365.175
7,15,3,390.194
7,16,3,411.934
7,17,3,428.809
7,18,3,439.511
7,19,3,443.179
7,20,3,439.511
7,21,3,428.809
7,22,3,411.934
7,23,3,390.194
7,24,3,365.175
8,1,1,144.476
8,2,1,145.958
8,3,1,148.197
8,4,1,151.473
8,5,1,156.119
8,6,1,162.493
8,7,1,170.956
8,8,1,181.814
8,9,1,195.26
8,10,1,211.311
8,11,1,229.741
8,12,1,250.039
8,13,1,271.397
8,14,1,292.738
8,15,1,312.794
8,16,1,330.222
8,17,1,343.75
8,18,1,352.329
8,19,1,355.27
8,20,1,352.329
8,21,1,343.75
8,22,1,330.222
8,23,1,312.794
8,24,1,292.738
8,1,2,308.91
8,2,2,312.079
8,3,2,316.866
8,4,2,323.872
8,5,2,333.804
8,6,2,347.434
8,7,2,365.529
8,8,2,388.743
8,9,2,417.494
8,10,2,451.814
8,11,2,491.22
8,12,2,534.619
8,13,2,580.285
8,14,2,625.916
8,15,2,668.799
8,16,2,706.063
8,17,2,734.987
8,18,2,753.331
8,19,2,759.617
8,20,2,753.331
8,21,2,734.987
8,22,2,706.063
8,23,2,668.799
8,24,2,625.916
8,1,3,383.341
8,2,3,387.274
8,3,3,393.214
8,4,3,401.908
8,5,3,414.233
8,6,3,431.148
8,7,3,453.602
8,8,3,482.41
8,9,3,518.088
8,10,3,560.677
8,11,3,609.578
8,12,3,663.435
8,13,3,720.104
8,14,3,776.729
8,15,3,829.945
8,16,3,876.187
8,17,3,912.08
8,18,3,934.844
8,19,3,942.645
8,20,3,934.844
8,21,3,912.08
8,22,3,876.187
8,23,3,829.945
8,24,3,776.729
9,1,1,219.962
9,2,1,222.219
9,3,1,225.627
9,4,1,230.616
9,5,1,237.688
9,6,1,247.393
9,7,1,260.278
9,8,1,276.808
9,9,1,297.28
9,10,1,321.718
9,11,1,349.777
9,12,1,380.68
9,13,1,413.197
9,14,1,445.688
9,15,1,476.224
9,16,1,502.757
9,17,1,523.353
9,18,1,536.415
9,19,1,540.891
9,20,1,536.415
9,21,1,523.353
9,22,1,502.757
9,23,1,476.224
9,24,1,445.688
9,1,2,286.978
9,2,2,289.922
9,3,2,294.369
9,4,2,300.877
9,5,2,310.104
9,6,2,322.767
9,7,2,339.576
9,8,2,361.143
9,9,2,387.852
9,10,2,419.735
9,11,2,456.343
9,12,2,496.662
9,13,2,539.085
9,14,2,581.476
9,15,2,621.315
9,16,2,655.933
9,17,2,682.803
9,18,2,699.845
9,19,2,705.685
9,20,2,699.845
9,21,2,682.803
9,22,2,655.933
9,23,2,621.315
9,24,2,581.476
9,1,3,306.101
9,2,3,309.241
9,3,3,313.985
9,4,3,320.927
9,5,3,330.768
9,6,3,344.275
9,7,3,362.204
9,8,3,385.208
9,9,3,413.697
9,10,3,447.705
9,11,3,486.752
9,12,3,529.758
9,13,3,575.008
9,14,3,620.224
9,15,3,662.717
9,16,3,699.642
9,17,3,728.303
9,18,3,746.48
9,19,3,752.709
9,20,3,746.48
9,21,3,728.303
9,22,3,699.642
9,23,3,662.717
9,24,3,620.224
10,1,1,257.308
10,2,1,259.948
10,3,1,263.935
10,4,1,269.771
10,5,1,278.044
10,6,1,289.397
10,7,1,304.469
10,8,1,323.806
10,9,1,347.754
10,10,1,376.341
10,11,1,409.164
10,12,1,445.314
10,13,1,483.352
10,14,1,521.36
10,15,1,557.08
10,16,1,588.119
10,17,1,612.211
10,18,1,627.491
10,19,1,632.727
10,20,1,627.491
10,21,1,612.211
10,22,1,588.119
10,23,1,557.08
10,24,1,521.36
10,1,2,278.325
10,2,2,281.18
10,3,2,285.493
10,4,2,291.805
10,5,2,300.754
10,6,2,313.035
10,7,2,329.338
10,8,2,350.254
10,9,2,376.158
10,10,2,407.08
10,11,2,442.584
10,12,2,481.687
10,13,2,522.831
10,14,2,563.944
10,15,2,602.581
10,16,2,636.155
10,17,2,662.216
10,18,2,678.743
10,19,2,684.407
10,20,2,678.743
10,21,2,662.216
10,22,2,636.155
10,23,2,602.581
10,24,2,563.944
10,1,3,415.215
10,2,3,419.475
10,3,3,425.909
10,4,3,435.326
10,5,3,448.676
10,6,3,466.997
10,7,3,491.318
10,8,3,522.522
10,9,3,561.166
10,10,3,607.296
10,11,3,660.263
10,12,3,718.598
10,13,3,779.979
10,14,3,841.313
10,15,3,898.953
10,16,3,949.04
10,17,3,987.918
10,18,3,1012.574
10,19,3,1021.024
10,20,3,1012.574
10,21,3,987.918
10,22,3,949.04
10,23,3,898.953
10,24,3,841.313
