scenario_a,t,bus,P_kW,Q_kvar
1,18,14,79.869,53.246
1,19,14,80.535,53.69
1,20,14,79.869,53.246
1,21,14,77.924,51.949
1,22,14,74.858,49.905
1,23,14,70.907,47.271
1,24,14,66.36,44.24
1,1,15,16.375,2.729
1,2,15,16.544,2.757
1,3,15,16.797,2.8
1,4,15,17.169,2.861
1,5,15,17.695,2.949
1,6,15,18.418,3.07
1,7,15,19.377,3.229
1,8,15,20.608,3.435
1,9,15,22.132,3.689
1,10,15,23.951,3.992
1,11,15,26.04,4.34
1,12,15,28.34,4.723
1,13,15,30.761,5.127
1,14,15,33.18,5.53
1,15,15,35.453,5.909
1,16,15,37.429,6.238
1,17,15,38.962,6.494
1,18,15,39.934,6.656
1,19,15,40.268,6.711
1,20,15,39.934,6.656
1,21,15,38.962,6.494
1,22,15,37.429,6.238
1,23,15,35.453,5.909
1,24,15,33.18,5.53
1,1,16,16.375,5.458
1,2,16,16.544,5.515
1,3,16,16.797,5.599
1,4,16,17.169,5.723
1,5,16,17.695,5.898
1,6,16,18.418,6.139
1,7,16,19.377,6.459
1,8,16,20.608,6.869
1,9,16,22.132,7.377
1,10,16,23.951,7.984
1,11,16,26.04,8.68
1,12,16,28.34,9.447
1,13,16,30.761,10.254
1,14,16,33.18,11.06
1,15,16,35.453,11.818
1,16,16,37.429,12.476
1,17,16,38.962,12.987
1,18,16,39.934,13.311
1,19,16,40.268,13.423
1,20,16,39.934,13.311
1,21,16,38.962,12.987
1,22,16,37.429,12.476
1,23,16,35.453,11.818
1,24,16,33.18,11.06
1,1,17,16.375,5.458
1,2,17,16.544,5.515
1,3,17,16.797,5.599
1,4,17,17.169,5.723
1,5,17,17.695,5.898
1,6,17,18.418,6.139
1,7,17,19.377,6.459
1,8,17,20.608,6.869
1,9,17,22.132,7.377
1,10,17,23.951,7.984
1,11,17,26.04,8.68
1,12,17,28.34,9.447
1,13,17,30.761,10.254
1,14,17,33.18,11.06
1,15,17,35.453,11.818
1,16,17,37.429,12.476
1,17,17,38.962,12.987
1,18,17,39.934,13.311
1,19,17,40.268,13.423
1,20,17,39.934,13.311
1,21,17,38.962,12.987
1,22,17,37.429,12.476
1,23,17,35.453,11.818
1,24,17,33.18,11.06
1,1,18,24.563,10.917
1,2,18,24.815,11.029
1,3,18,25.196,11.198
1,4,18,25.753,11.446
1,5,18,26.543,11.797
1,6,18,27.627,12.278
1,7,18,29.065,12.918
1,8,18,30.911,13.738
1,9,18,33.197,14.754
1,10,18,35.926,15.967
1,11,18,39.06,17.36
1,12,18,42.511,18.894
1,13,18,46.142,20.508
1,14,18,49.77,22.12
1,15,18,53.18,23.636
1,16,18,56.143,24.953
1,17,18,58.443,25.975
1,18,18,59.902,26.623
1,19,18,60.402,26.845
1,20,18,59.902,26.623
1,21,18,58.443,25.975
1,22,18,56.143,24.953
1,23,18,53.18,23.636
1,24,18,49.77,22.12
1,1,19,24.563,10.917
1,2,19,24.815,11.029
1,3,19,25.196,11.198
1,4,19,25.753,11.446
1,5,19,26.543,11.797
1,6,19,27.627,12.278
1,7,19,29.065,12.918
1,8,19,30.911,13.738
1,9,19,33.197,14.754
1,10,19,35.926,15.967
1,11,19,39.06,17.36
1,12,19,42.511,18.894
1,13,19,46.142,20.508
1,14,19,49.77,22.12
1,15,19,53.18,23.636
1,16,19,56.143,24.953
1,17,19,58.443,25.975
1,18,19,59.902,26.623
1,19,19,60.402,26.845
1,20,19,59.902,26.623
1,21,19,58.443,25.975
1,22,19,56.143,24.953
1,23,19,53.18,23.636
1,24,19,49.77,22.12
1,1,20,24.563,10.917
1,2,20,24.815,11.029
1,3,20,25.196,11.198
1,4,20,25.753,11.446
1,5,20,26.543,11.797
1,6,20,27.627,12.278
1,7,20,29.065,12.918
1,8,20,30.911,13.738
1,9,20,33.197,14.754
1,10,20,35.926,15.967
1,11,20,39.06,17.36
1,12,20,42.511,18.894
1,13,20,46.142,20.508
1,14,20,49.77,22.12
1,15,20,53.18,23.636
1,16,20,56.143,24.953
1,17,20,58.443,25.975
1,18,20,59.902,26.623
1,19,20,60.402,26.845
1,20,20,59.902,26.623
1,21,20,58.443,25.975
1,22,20,56.143,24.953
1,23,20,53.18,23.636
1,24,20,49.77,22.12
1,1,21,24.563,10.917
1,2,21,24.815,11.029
1,3,21,25.196,11.198
1,4,21,25.753,11.446
1,5,21,26.543,11.797
1,6,21,27.627,12.278
1,7,21,29.065,12.918
1,8,21,30.911,13.738
1,9,21,33.197,14.754
1,10,21,35.926,15.967
1,11,21,39.06,17.36
1,12,21,42.511,18.894
1,13,21,46.142,20.508
1,14,21,49.77,22.12
1,15,21,53.18,23.636
1,16,21,56.143,24.953
1,17,21,58.443,25.975
1,18,21,59.902,26.623
1,19,21,60.402,26.845
1,20,21,59.902,26.623
1,21,21,58.443,25.975
1,22,21,56.143,24.953
1,23,21,53.18,23.636
1,24,21,49.77,22.12
1,1,22,24.563,10.917
1,2,22,24.815,11.029
1,3,22,25.196,11.198
1,4,22,25.753,11.446
1,5,22,26.543,11.797
1,6,22,27.627,12.278
1,7,22,29.065,12.918
1,8,22,30.911,13.738
1,9,22,33.197,14.754
1,10,22,35.926,15.967
1,11,22,39.06,17.36
1,12,22,42.511,18.894
1,13,22,46.142,20.508
1,14,22,49.77,22.12
1,15,22,53.18,23.636
1,16,22,56.143,24.953
1,17,22,58.443,25.975
1,18,22,59.902,26.623
1,19,22,60.402,26.845
1,20,22,59.902,26.623
1,21,22,58.443,25.975
1,22,22,56.143,24.953
1,23,22,53.18,23.636
1,24,22,49.77,22.12
1,1,23,24.563,13.646
1,2,23,24.815,13.786
1,3,23,25.196,13.998
1,4,23,25.753,14.307
1,5,23,26.543,14.746
1,6,23,27.627,15.348
1,7,23,29.065,16.147
1,8,23,30.911,17.173
1,9,23,33.197,18.443
1,10,23,35.926,19.959
1,11,23,39.06,21.7
1,12,23,42.511,23.617
1,13,23,46.142,25.634
1,14,23,49.77,27.65
1,15,23,53.18,29.545
1,16,23,56.143,31.191
1,17,23,58.443,32.468
1,18,23,59.902,33.279
1,19,23,60.402,33.556
1,20,23,59.902,33.279
1,21,23,58.443,32.468
1,22,23,56.143,31.191
1,23,23,53.18,29.545
1,24,23,49.77,27.65
1,1,24,114.628,54.585
1,2,24,115.805,55.145
1,3,24,117.581,55.991
1,4,24,120.18,57.229
1,5,24,123.866,58.984
1,6,24,128.924,61.392
1,7,24,135.638,64.59
1,8,24,144.253,68.692
1,9,24,154.921,73.772
1,10,24,167.656,79.836
1,11,24,182.279,86.799
1,12,24,198.383,94.468
1,13,24,215.329,102.538
1,14,24,232.261,110.601
1,15,24,248.174,118.178
1,16,24,262.001,124.763
1,17,24,272.734,129.874
1,18,24,279.541,133.115
1,19,24,281.874,134.226
1,20,24,279.541,133.115
1,21,24,272.734,129.874
1,22,24,262.001,124.763
1,23,24,248.174,118.178
1,24,24,232.261,110.601
1,1,25,114.628,54.585
1,2,25,115.805,55.145
1,3,25,117.581,55.991
1,4,25,120.18,57.229
1,5,25,123.866,58.984
1,6,25,128.924,61.392
1,7,25,135.638,64.59
1,8,25,144.253,68.692
1,9,25,154.921,73.772
1,10,25,167.656,79.836
1,11,25,182.279,86.799
1,12,25,198.383,94.468
1,13,25,215.329,102.538
1,14,25,232.261,110.601
1,15,25,248.174,118.178
1,16,25,262.001,124.763
1,17,25,272.734,129.874
1,18,25,279.541,133.115
1,19,25,281.874,134.226
1,20,25,279.541,133.115
1,21,25,272.734,129.874
1,22,25,262.001,124.763
1,23,25,248.174,118.178
1,24,25,232.261,110.601
1,1,26,16.375,6.823
1,2,26,16.544,6.893
1,3,26,16.797,6.999
1,4,26,17.169,7.154
1,5,26,17.695,7.373
1,6,26,18.418,7.674
1,7,26,19.377,8.074
1,8,26,20.608,8.586
1,9,26,22.132,9.221
1,10,26,23.951,9.98
1,11,26,26.04,10.85
1,12,26,28.34,11.809
1,13,26,30.761,12.817
1,14,26,33.18,13.825
1,15,26,35.453,14.772
1,16,26,37.429,15.595
1,17,26,38.962,16.234
1,18,26,39.934,16.639
1,19,26,40.268,16.778
1,20,26,39.934,16.639
1,21,26,38.962,16.234
1,22,26,37.429,15.595
1,23,26,35.453,14.772
1,24,26,33.18,13.825
1,1,27,16.375,6.823
1,2,27,16.544,6.893
1,3,27,16.797,6.999
1,4,27,17.169,7.154
1,5,27,17.695,7.373
1,6,27,18.418,7.674
1,7,27,19.377,8.074
1,8,27,20.608,8.586
1,9,27,22.132,9.221
1,10,27,23.951,9.98
1,11,27,26.04,10.85
1,12,27,28.34,11.809
1,13,27,30.761,12.817
1,14,27,33.18,13.825
1,15,27,35.453,14.772
1,16,27,37.429,15.595
1,17,27,38.962,16.234
1,18,27,39.934,16.639
1,19,27,40.268,16.778
1,20,27,39.934,16.639
1,21,27,38.962,16.234
1,22,27,37.429,15.595
1,23,27,35.453,14.772
1,24,27,33.18,13.825
1,1,28,16.375,5.458
1,2,28,16.544,5.515
1,3,28,16.797,5.599
1,4,28,17.169,5.723
1,5,28,17.695,5.898
1,6,28,18.418,6.139
1,7,28,19.377,6.459
1,8,28,20.608,6.869
1,9,28,22.132,7.377
1,10,28,23.951,7.984
1,11,28,26.04,8.68
1,12,28,28.34,9.447
1,13,28,30.761,10.254
1,14,28,33.18,11.06
1,15,28,35.453,11.818
1,16,28,37.429,12.476
1,17,28,38.962,12.987
1,18,28,39.934,13.311
1,19,28,40.268,13.423
1,20,28,39.934,13.311
1,21,28,38.962,12.987
1,22,28,37.429,12.476
1,23,28,35.453,11.818
1,24,28,33.18,11.06
1,1,29,32.751,19.105
1,2,29,33.087,19.301
1,3,29,33.595,19.597
1,4,29,34.337,20.03
1,5,29,35.39,20.644
1,6,29,36.835,21.487
1,7,29,38.754,22.606
1,8,29,41.215,24.042
1,9,29,44.263,25.82
1,10,29,47.902,27.943
1,11,29,52.08,30.38
1,12,29,56.681,33.064
1,13,29,61.523,35.888
1,14,29,66.36,38.71
1,15,29,70.907,41.362
1,16,29,74.858,43.667
1,17,29,77.924,45.456
1,18,29,79.869,46.59
1,19,29,80.535,46.979
1,20,29,79.869,46.59
1,21,29,77.924,45.456
1,22,29,74.858,43.667
1,23,29,70.907,41.362
1,24,29,66.36,38.71
1,1,30,54.585,163.755
1,2,30,55.145,165.435
1,3,30,55.991,167.973
1,4,30,57.229,171.686
1,5,30,58.984,176.951
1,6,30,61.392,184.177
1,7,30,64.59,193.769
1,8,30,68.692,206.075
1,9,30,73.772,221.316
1,10,30,79.836,239.509
1,11,30,86.799,260.398
1,12,30,94.468,283.405
1,13,30,102.538,307.613
1,14,30,110.601,331.802
1,15,30,118.178,354.534
1,16,30,124.763,374.288
1,17,30,129.874,389.621
1,18,30,133.115,399.345
1,19,30,134.226,402.677
1,20,30,133.115,399.345
1,21,30,129.874,389.621
1,22,30,124.763,374.288
1,23,30,118.178,354.534
1,24,30,110.601,331.802
1,1,31,40.939,19.105
1,2,31,41.359,19.301
1,3,31,41.993,19.597
1,4,31,42.922,20.03
1,5,31,44.238,20.644
1,6,31,46.044,21.487
1,7,31,48.442,22.606
1,8,31,51.519,24.042
1,9,31,55.329,25.82
1,10,31,59.877,27.943
1,11,31,65.1,30.38
1,12,31,70.851,33.064
1,13,31,76.903,35.888
1,14,31,82.95,38.71
1,15,31,88.634,41.362
1,16,31,93.572,43.667
1,17,31,97.405,45.456
1,18,31,99.836,46.59
1,19,31,100.669,46.979
1,20,31,99.836,46.59
1,21,31,97.405,45.456
1,22,31,93.572,43.667
1,23,31,88.634,41.362
1,24,31,82.95,38.71
1,1,32,57.314,27.292
1,2,32,57.902,27.573
1,3,32,58.79,27.995
1,4,32,60.09,28.614
1,5,32,61.933,29.492
1,6,32,64.462,30.696
1,7,32,67.819,32.295
1,8,32,72.126,34.346
1,9,32,77.461,36.886
1,10,32,83.828,39.918
1,11,32,91.139,43.4
1,12,32,99.192,47.234
1,13,32,107.664,51.269
1,14,32,116.131,55.3
1,15,32,124.087,59.089
1,16,32,131.001,62.381
1,17,32,136.367,64.937
1,18,32,139.771,66.557
1,19,32,140.937,67.113
1,20,32,139.771,66.557
1,21,32,136.367,64.937
1,22,32,131.001,62.381
1,23,32,124.087,59.089
1,24,32,116.131,55.3
1,1,33,16.375,10.917
1,2,33,16.544,11.029
1,3,33,16.797,11.198
1,4,33,17.169,11.446
1,5,33,17.695,11.797
1,6,33,18.418,12.278
1,7,33,19.377,12.918
1,8,33,20.608,13.738
1,9,33,22.132,14.754
1,10,33,23.951,15.967
1,11,33,26.04,17.36
1,12,33,28.34,18.894
1,13,33,30.761,20.508
1,14,33,33.18,22.12
1,15,33,35.453,23.636
1,16,33,37.429,24.953
1,17,33,38.962,25.975
1,18,33,39.934,26.623
1,19,33,40.268,26.845
1,20,33,39.934,26.623
1,21,33,38.962,25.975
1,22,33,37.429,24.953
1,23,33,35.453,23.636
1,24,33,33.18,22.12
2,1,2,28.184,16.911
2,2,2,28.474,17.084
2,3,2,28.91,17.346
2,4,2,29.55,17.73
2,5,2,30.456,18.273
2,6,2,31.699,19.02
2,7,2,33.35,20.01
2,8,2,35.468,21.281
2,9,2,38.092,22.855
2,10,2,41.223,24.734
2,11,2,44.818,26.891
2,12,2,48.778,29.267
2,13,2,52.944,31.767
2,14,2,57.108,34.265
2,15,2,61.02,36.612
2,16,2,64.42,38.652
2,17,2,67.059,40.235
2,18,2,68.733,41.24
2,19,2,69.306,41.584
2,20,2,68.733,41.24
2,21,2,67.059,40.235
2,22,2,64.42,38.652
2,23,2,61.02,36.612
2,24,2,57.108,34.265
2,1,3,25.366,11.274
2,2,3,25.626,11.389
2,3,3,26.019,11.564
2,4,3,26.595,11.82
2,5,3,27.41,12.182
2,6,3,28.529,12.68
2,7,3,30.015,13.34
2,8,3,31.922,14.187
2,9,3,34.282,15.237
2,10,3,37.101,16.489
2,11,3,40.336,17.927
2,12,3,43.9,19.511
2,13,3,47.65,21.178
2,14,3,51.397,22.843
2,15,3,54.918,24.408
2,16,3,57.978,25.768
2,17,3,60.353,26.824
2,18,3,61.859,27.493
2,19,3,62.376,27.723
2,20,3,61.859,27.493
2,21,3,60.353,26.824
2,22,3,57.978,25.768
2,23,3,54.918,24.408
2,24,3,51.397,22.843
2,1,4,33.821,22.548
2,2,4,34.168,22.779
2,3,4,34.692,23.128
2,4,4,35.46,23.64
2,5,4,36.547,24.365
2,6,4,38.039,25.36
2,7,4,40.02,26.68
2,8,4,42.562,28.375
2,9,4,45.71,30.473
2,10,4,49.467,32.978
2,11,4,53.782,35.855
2,12,4,58.533,39.022
2,13,4,63.533,42.356
2,14,4,68.529,45.686
2,15,4,73.224,48.816
2,16,4,77.304,51.536
2,17,4,80.471,53.647
2,18,4,82.479,54.986
2,19,4,83.168,55.445
2,20,4,82.479,54.986
2,21,4,80.471,53.647
2,22,4,77.304,51.536
2,23,4,73.224,48.816
2,24,4,68.529,45.686
2,1,5,16.911,8.455
2,2,5,17.084,8.542
2,3,5,17.346,8.673
2,4,5,17.73,8.865
2,5,5,18.273,9.137
2,6,5,19.02,9.51
2,7,5,20.01,10.005
2,8,5,21.281,10.641
2,9,5,22.855,11.427
2,10,5,24.734,12.367
2,11,5,26.891,13.445
2,12,5,29.267,14.633
2,13,5,31.767,15.883
2,14,5,34.265,17.132
2,15,5,36.612,18.306
2,16,5,38.652,19.326
2,17,5,40.235,20.118
2,18,5,41.24,20.62
2,19,5,41.584,20.792
2,20,5,41.24,20.62
2,21,5,40.235,20.118
2,22,5,38.652,19.326
2,23,5,36.612,18.306
2,24,5,34.265,17.132
2,1,6,16.911,5.637
2,2,6,17.084,5.695
2,3,6,17.346,5.782
2,4,6,17.73,5.91
2,5,6,18.273,6.091
2,6,6,19.02,6.34
2,7,6,20.01,6.67
2,8,6,21.281,7.094
2,9,6,22.855,7.618
2,10,6,24.734,8.245
2,11,6,26.891,8.964
2,12,6,29.267,9.756
2,13,6,31.767,10.589
2,14,6,34.265,11.422
2,15,6,36.612,12.204
2,16,6,38.652,12.884
2,17,6,40.235,13.412
2,18,6,41.24,13.747
2,19,6,41.584,13.861
2,20,6,41.24,13.747
2,21,6,40.235,13.412
2,22,6,38.652,12.884
2,23,6,36.612,12.204
2,24,6,34.265,11.422
2,1,7,56.369,28.184
2,2,7,56.947,28.474
2,3,7,57.821,28.91
2,4,7,59.099,29.55
2,5,7,60.912,30.456
2,6,7,63.399,31.699
2,7,7,66.701,33.35
2,8,7,70.937,35.468
2,9,7,76.183,38.092
2,10,7,82.446,41.223
2,11,7,89.636,44.818
2,12,7,97.556,48.778
2,13,7,105.889,52.944
2,14,7,114.215,57.108
2,15,7,122.04,61.02
2,16,7,128.84,64.42
2,17,7,134.118,67.059
2,18,7,137.466,68.733
2,19,7,138.613,69.306
2,20,7,137.466,68.733
2,21,7,134.118,67.059
2,22,7,128.84,64.42
2,23,7,122.04,61.02
2,24,7,114.215,57.108
2,1,8,56.369,28.184
2,2,8,56.947,28.474
2,3,8,57.821,28.91
2,4,8,59.099,29.55
2,5,8,60.912,30.456
2,6,8,63.399,31.699
2,7,8,66.701,33.35
2,8,8,70.937,35.468
2,9,8,76.183,38.092
2,10,8,82.446,41.223
2,11,8,89.636,44.818
2,12,8,97.556,48.778
2,13,8,105.889,52.944
2,14,8,114.215,57.108
2,15,8,122.04,61.02
2,16,8,128.84,64.42
2,17,8,134.118,67.059
2,18,8,137.466,68.733
2,19,8,138.613,69.306
2,20,8,137.466,68.733
2,21,8,134.118,67.059
2,22,8,128.84,64.42
2,23,8,122.04,61.02
2,24,8,114.215,57.108
2,1,9,16.911,5.637
2,2,9,17.084,5.695
2,3,9,17.346,5.782
2,4,9,17.73,5.91
2,5,9,18.273,6.091
2,6,9,19.02,6.34
2,7,9,20.01,6.67
2,8,9,21.281,7.094
2,9,9,22.855,7.618
2,10,9,24.734,8.245
2,11,9,26.891,8.964
2,12,9,29.267,9.756
2,13,9,31.767,10.589
2,14,9,34.265,11.422
2,15,9,36.612,12.204
2,16,9,38.652,12.884
2,17,9,40.235,13.412
2,18,9,41.24,13.747
2,19,9,41.584,13.861
2,20,9,41.24,13.747
2,21,9,40.235,13.412
2,22,9,38.652,12.884
2,23,9,36.612,12.204
2,24,9,34.265,11.422
2,1,10,16.911,5.637
2,2,10,17.084,5.695
2,3,10,17.346,5.782
2,4,10,17.73,5.91
2,5,10,18.273,6.091
2,6,10,19.02,6.34
2,7,10,20.01,6.67
2,8,10,21.281,7.094
2,9,10,22.855,7.618
2,10,10,24.734,8.245
2,11,10,26.891,8.964
2,12,10,29.267,9.756
2,13,10,31.767,10.589
2,14,10,34.265,11.422
2,15,10,36.612,12.204
2,16,10,38.652,12.884
2,17,10,40.235,13.412
2,18,10,41.24,13.747
2,19,10,41.584,13.861
2,20,10,41.24,13.747
2,21,10,40.235,13.412
2,22,10,38.652,12.884
2,23,10,36.612,12.204
2,24,10,34.265,11.422
2,1,11,12.683,8.455
2,2,11,12.813,8.542
2,3,11,13.01,8.673
2,4,11,13.297,8.865
2,5,11,13.705,9.137
2,6,11,14.265,9.51
2,7,11,15.008,10.005
2,8,11,15.961,10.641
2,9,11,17.141,11.427
2,10,11,18.55,12.367
2,11,11,20.168,13.445
2,12,11,21.95,14.633
